Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
E	chrX-v0_2615156_aligned_261_F_26_36871_74	0	150	82	75.58	True
F	chrX-v0_2615156_aligned_261_F_26_36871_74	151	321	157	94.86	True
G	chrX-v0_2615156_aligned_261_F_26_36871_74	322	492	143	90.40	True
H	chrX-v0_2615156_aligned_261_F_26_36871_74	493	658	159	96.49	True
I	chrX-v0_2615156_aligned_261_F_26_36871_74	659	831	149	92.09	True
J	chrX-v0_2615156_aligned_261_F_26_36871_74	832	1004	139	89.27	True
K	chrX-v0_2615156_aligned_261_F_26_36871_74	1005	1168	129	86.86	True
L	chrX-v0_2615156_aligned_261_F_26_36871_74	1169	1334	145	91.91	True
A	chrX-v0_2615156_aligned_261_F_26_36871_74	1335	1501	152	94.19	True
B	chrX-v0_2615156_aligned_261_F_26_36871_74	1502	1683	162	93.09	True
C	chrX-v0_2615156_aligned_261_F_26_36871_74	1684	1856	165	97.69	True
D	chrX-v0_2615156_aligned_261_F_26_36871_74	1857	2026	158	95.93	True
E	chrX-v0_2615156_aligned_261_F_26_36871_74	2027	2186	126	86.63	True
F	chrX-v0_2615156_aligned_261_F_26_36871_74	2187	2355	132	87.50	True
G	chrX-v0_2615156_aligned_261_F_26_36871_74	2356	2521	144	91.86	True
H	chrX-v0_2615156_aligned_261_F_26_36871_74	2522	2687	147	92.00	True
I	chrX-v0_2615156_aligned_261_F_26_36871_74	2688	2852	125	85.71	True
J	chrX-v0_2615156_aligned_261_F_26_36871_74	2853	3015	140	90.70	True
K	chrX-v0_2615156_aligned_261_F_26_36871_74	3016	3190	155	93.79	True
L	chrX-v0_2615156_aligned_261_F_26_36871_74	3191	3352	130	87.79	True
A	chrX-v0_2615156_aligned_261_F_26_36871_74	3353	3521	143	91.33	True
B	chrX-v0_2615156_aligned_261_F_26_36871_74	3522	3702	156	91.49	True
C	chrX-v0_2615156_aligned_261_F_26_36871_74	3703	3876	157	94.35	True
D	chrX-v0_2615156_aligned_261_F_26_36871_74	3877	4045	138	90.17	True
E	chrX-v0_2615156_aligned_261_F_26_36871_74	4046	4213	157	95.91	True
F	chrX-v0_2615156_aligned_261_F_26_36871_74	4214	4396	115	79.79	True
G	chrX-v0_2615156_aligned_261_F_26_36871_74	4397	4572	153	93.22	True
H	chrX-v0_2615156_aligned_261_F_26_36871_74	4573	4742	161	96.53	True
I	chrX-v0_2615156_aligned_261_F_26_36871_74	4743	4910	158	95.93	True
J	chrX-v0_2615156_aligned_261_F_26_36871_74	4911	5072	132	88.37	True
K	chrX-v0_2615156_aligned_261_F_26_36871_74	5073	5239	150	93.60	True
L	chrX-v0_2615156_aligned_261_F_26_36871_74	5240	5401	145	92.90	True
A	chrX-v0_2615156_aligned_261_F_26_36871_74	5402	5575	139	88.83	True
B	chrX-v0_2615156_aligned_261_F_26_36871_74	5576	5766	169	94.24	True
C	chrX-v0_2615156_aligned_261_F_26_36871_74	5767	5936	144	91.38	True
D	chrX-v0_2615156_aligned_261_F_26_36871_74	5937	6103	140	90.70	True
E	chrX-v0_2615156_aligned_261_F_26_36871_74	6104	6263	131	87.86	True
F	chrX-v0_2615156_aligned_261_F_26_36871_74	6264	6435	151	93.14	True
G	chrX-v0_2615156_aligned_261_F_26_36871_74	6436	6602	139	89.71	True
H	chrX-v0_2615156_aligned_261_F_26_36871_74	6603	6774	160	96.51	True
I	chrX-v0_2615156_aligned_261_F_26_36871_74	6775	6945	147	92.00	True
