Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
I_rc	chrX-v0_42170_aligned_322_R_52_28780_1	0	104	13	53.80	True
H_rc	chrX-v0_42170_aligned_322_R_52_28780_1	105	271	138	89.20	True
G_rc	chrX-v0_42170_aligned_322_R_52_28780_1	272	444	156	94.83	True
F_rc	chrX-v0_42170_aligned_322_R_52_28780_1	445	616	146	91.48	True
E_rc	chrX-v0_42170_aligned_322_R_52_28780_1	617	781	134	89.41	True
D_rc	chrX-v0_42170_aligned_322_R_52_28780_1	782	949	150	93.60	True
C_rc	chrX-v0_42170_aligned_322_R_52_28780_1	950	1116	139	90.17	True
B_rc	chrX-v0_42170_aligned_322_R_52_28780_1	1117	1301	156	90.62	True
A_rc	chrX-v0_42170_aligned_322_R_52_28780_1	1302	1469	139	89.71	True
L_rc	chrX-v0_42170_aligned_322_R_52_28780_1	1470	1640	149	93.57	True
K_rc	chrX-v0_42170_aligned_322_R_52_28780_1	1641	1812	150	92.61	True
J_rc	chrX-v0_42170_aligned_322_R_52_28780_1	1813	1976	139	90.17	True
I_rc	chrX-v0_42170_aligned_322_R_52_28780_1	1977	2148	130	86.52	True
H_rc	chrX-v0_42170_aligned_322_R_52_28780_1	2149	2314	150	93.60	True
G_rc	chrX-v0_42170_aligned_322_R_52_28780_1	2315	2481	135	89.02	True
F_rc	chrX-v0_42170_aligned_322_R_52_28780_1	2482	2637	120	84.97	True
E_rc	chrX-v0_42170_aligned_322_R_52_28780_1	2638	2798	121	85.38	True
D_rc	chrX-v0_42170_aligned_322_R_52_28780_1	2799	2965	137	89.14	True
C_rc	chrX-v0_42170_aligned_322_R_52_28780_1	2966	3134	148	93.02	True
B_rc	chrX-v0_42170_aligned_322_R_52_28780_1	3135	3318	151	89.12	True
A_rc	chrX-v0_42170_aligned_322_R_52_28780_1	3319	3497	137	87.03	True
L_rc	chrX-v0_42170_aligned_322_R_52_28780_1	3498	3667	148	92.53	True
K_rc	chrX-v0_42170_aligned_322_R_52_28780_1	3668	3835	134	88.07	True
J_rc	chrX-v0_42170_aligned_322_R_52_28780_1	3836	4007	126	85.39	True
I_rc	chrX-v0_42170_aligned_322_R_52_28780_1	4008	4175	130	86.11	True
H_rc	chrX-v0_42170_aligned_322_R_52_28780_1	4176	4344	138	88.76	True
G_rc	chrX-v0_42170_aligned_322_R_52_28780_1	4345	4516	130	86.93	True
F_rc	chrX-v0_42170_aligned_322_R_52_28780_1	4517	4692	138	88.33	True
E_rc	chrX-v0_42170_aligned_322_R_52_28780_1	4693	4854	144	92.86	True
D_rc	chrX-v0_42170_aligned_322_R_52_28780_1	4855	5024	162	97.65	True
C_rc	chrX-v0_42170_aligned_322_R_52_28780_1	5025	5192	140	90.23	True
B_rc	chrX-v0_42170_aligned_322_R_52_28780_1	5193	5374	156	91.05	True
A_rc	chrX-v0_42170_aligned_322_R_52_28780_1	5375	5554	131	85.79	True
L_rc	chrX-v0_42170_aligned_322_R_52_28780_1	5555	5721	132	87.93	True
K_rc	chrX-v0_42170_aligned_322_R_52_28780_1	5722	5887	138	89.66	True
J_rc	chrX-v0_42170_aligned_322_R_52_28780_1	5888	6050	146	92.94	True
I_rc	chrX-v0_42170_aligned_322_R_52_28780_1	6051	6218	156	95.35	True
H_rc	chrX-v0_42170_aligned_322_R_52_28780_1	6219	6394	139	87.98	True
G_rc	chrX-v0_42170_aligned_322_R_52_28780_1	6395	6562	137	88.70	True
F_rc	chrX-v0_42170_aligned_322_R_52_28780_1	6563	6731	149	92.57	True
E_rc	chrX-v0_42170_aligned_322_R_52_28780_1	6732	6905	152	93.68	True
D_rc	chrX-v0_42170_aligned_322_R_52_28780_1	6906	7072	151	93.64	True
C_rc	chrX-v0_42170_aligned_322_R_52_28780_1	7073	7233	133	88.00	True
B_rc	chrX-v0_42170_aligned_322_R_52_28780_1	7234	7408	149	89.42	True
A_rc	chrX-v0_42170_aligned_322_R_52_28780_1	7409	7579	165	98.25	True
L_rc	chrX-v0_42170_aligned_322_R_52_28780_1	7580	7753	136	87.78	True
K_rc	chrX-v0_42170_aligned_322_R_52_28780_1	7754	7920	147	92.49	True
J_rc	chrX-v0_42170_aligned_322_R_52_28780_1	7921	8087	122	85.06	True
I_rc	chrX-v0_42170_aligned_322_R_52_28780_1	8088	8255	138	89.71	True
H_rc	chrX-v0_42170_aligned_322_R_52_28780_1	8256	8439	148	89.78	True
G_rc	chrX-v0_42170_aligned_322_R_52_28780_1	8440	8608	144	90.91	True
F_rc	chrX-v0_42170_aligned_322_R_52_28780_1	8609	8781	146	91.48	True
E_rc	chrX-v0_42170_aligned_322_R_52_28780_1	8782	8946	127	86.29	True
D_rc	chrX-v0_42170_aligned_322_R_52_28780_1	8947	9114	147	92.49	True
C_rc	chrX-v0_42170_aligned_322_R_52_28780_1	9115	9284	120	83.71	True
B_rc	chrX-v0_42170_aligned_322_R_52_28780_1	9285	9468	173	96.26	True
A_rc	chrX-v0_42170_aligned_322_R_52_28780_1	9469	9638	145	91.43	True
L_rc	chrX-v0_42170_aligned_322_R_52_28780_1	9639	9805	137	89.60	True
K_rc	chrX-v0_42170_aligned_322_R_52_28780_1	9806	9983	135	87.29	True
J_rc	chrX-v0_42170_aligned_322_R_52_28780_1	9984	10153	160	97.06	True
I_rc	chrX-v0_42170_aligned_322_R_52_28780_1	10154	10305	119	84.80	True
H_rc	chrX-v0_42170_aligned_322_R_52_28780_1	10306	10476	135	87.71	True
G_rc	chrX-v0_42170_aligned_322_R_52_28780_1	10477	10647	144	91.38	True
F_rc	chrX-v0_42170_aligned_322_R_52_28780_1	10648	10817	141	90.29	True
E_rc	chrX-v0_42170_aligned_322_R_52_28780_1	10818	10989	146	91.95	True
