Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
J_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	0	63	-42	38.41	True
I_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	64	231	163	97.66	True
H_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	232	399	158	95.93	True
G_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	400	564	143	91.81	True
F_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	565	728	144	91.86	True
E_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	729	899	144	91.86	True
D_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	900	1067	132	87.50	True
C_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	1068	1246	149	91.62	True
B_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	1247	1421	148	89.36	True
A_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	1422	1591	149	92.57	True
L_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	1592	1757	140	89.77	True
K_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	1758	1929	148	92.05	True
J_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	1930	2092	137	90.06	True
I_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	2093	2263	151	93.64	True
H_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	2264	2435	147	91.53	True
G_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	2436	2607	158	95.93	True
F_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	2608	2780	129	85.64	True
E_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	2781	2946	151	95.24	True
D_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	2947	3124	142	89.89	True
C_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	3125	3280	139	90.64	True
B_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	3281	3473	159	90.77	True
A_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	3474	3643	145	91.43	True
L_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	3644	3800	133	88.89	True
K_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	3801	3972	149	92.57	True
J_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	3973	4131	109	80.79	True
I_rc	chrX-v0_1416367_aligned_302_R_4_58114_80	4132	4295	126	85.80	True
