Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
F	chrX-v0_2605027_aligned_156_F_0_11908_0	0	132	74	71.84	True
G	chrX-v0_2605027_aligned_156_F_0_11908_0	133	300	124	84.83	True
H	chrX-v0_2605027_aligned_156_F_0_11908_0	301	473	167	98.27	True
I	chrX-v0_2605027_aligned_156_F_0_11908_0	474	641	124	84.44	True
J	chrX-v0_2605027_aligned_156_F_0_11908_0	642	806	122	84.27	True
K	chrX-v0_2605027_aligned_156_F_0_11908_0	807	972	139	90.17	True
L	chrX-v0_2605027_aligned_156_F_0_11908_0	973	1139	116	82.58	True
A	chrX-v0_2605027_aligned_156_F_0_11908_0	1140	1310	125	84.53	True
B	chrX-v0_2605027_aligned_156_F_0_11908_0	1311	1498	158	90.72	True
C	chrX-v0_2605027_aligned_156_F_0_11908_0	1499	1665	143	91.33	True
D	chrX-v0_2605027_aligned_156_F_0_11908_0	1666	1836	127	85.47	True
E	chrX-v0_2605027_aligned_156_F_0_11908_0	1837	1996	144	92.35	True
F	chrX-v0_2605027_aligned_156_F_0_11908_0	1997	2168	151	93.64	True
G	chrX-v0_2605027_aligned_156_F_0_11908_0	2169	2332	140	90.70	True
H	chrX-v0_2605027_aligned_156_F_0_11908_0	2333	2496	147	92.98	True
I	chrX-v0_2605027_aligned_156_F_0_11908_0	2497	2654	137	90.06	True
J	chrX-v0_2605027_aligned_156_F_0_11908_0	2655	2818	150	94.64	True
K	chrX-v0_2605027_aligned_156_F_0_11908_0	2819	2975	124	86.05	True
L	chrX-v0_2605027_aligned_156_F_0_11908_0	2976	3140	114	81.67	True
A	chrX-v0_2605027_aligned_156_F_0_11908_0	3141	3312	141	89.39	True
B	chrX-v0_2605027_aligned_156_F_0_11908_0	3313	3499	151	89.12	True
C	chrX-v0_2605027_aligned_156_F_0_11908_0	3500	3669	150	92.61	True
D	chrX-v0_2605027_aligned_156_F_0_11908_0	3670	3838	152	93.68	True
E	chrX-v0_2605027_aligned_156_F_0_11908_0	3839	3999	125	86.13	True
F	chrX-v0_2605027_aligned_156_F_0_11908_0	4000	4181	142	88.59	True
G	chrX-v0_2605027_aligned_156_F_0_11908_0	4182	4361	141	88.95	True
H	chrX-v0_2605027_aligned_156_F_0_11908_0	4362	4535	146	90.56	True
I	chrX-v0_2605027_aligned_156_F_0_11908_0	4536	4706	163	97.11	True
J	chrX-v0_2605027_aligned_156_F_0_11908_0	4707	4869	133	88.44	True
K	chrX-v0_2605027_aligned_156_F_0_11908_0	4870	5042	134	87.22	True
L	chrX-v0_2605027_aligned_156_F_0_11908_0	5043	5213	122	84.27	True
A	chrX-v0_2605027_aligned_156_F_0_11908_0	5214	5369	127	86.71	True
B	chrX-v0_2605027_aligned_156_F_0_11908_0	5370	5547	132	84.74	True
C	chrX-v0_2605027_aligned_156_F_0_11908_0	5548	5712	145	91.43	True
D	chrX-v0_2605027_aligned_156_F_0_11908_0	5713	5885	139	88.83	True
E	chrX-v0_2605027_aligned_156_F_0_11908_0	5886	6051	121	84.18	True
F	chrX-v0_2605027_aligned_156_F_0_11908_0	6052	6212	120	84.09	True
G	chrX-v0_2605027_aligned_156_F_0_11908_0	6213	6375	138	89.66	True
H	chrX-v0_2605027_aligned_156_F_0_11908_0	6376	6543	161	97.08	True
I	chrX-v0_2605027_aligned_156_F_0_11908_0	6544	6724	156	92.86	True
J	chrX-v0_2605027_aligned_156_F_0_11908_0	6725	6894	157	95.38	True
K	chrX-v0_2605027_aligned_156_F_0_11908_0	6895	7064	149	93.06	True
L	chrX-v0_2605027_aligned_156_F_0_11908_0	7065	7231	137	89.14	True
A	chrX-v0_2605027_aligned_156_F_0_11908_0	7232	7406	156	94.32	True
B	chrX-v0_2605027_aligned_156_F_0_11908_0	7407	7589	163	92.67	True
C	chrX-v0_2605027_aligned_156_F_0_11908_0	7590	7757	163	97.66	True
D	chrX-v0_2605027_aligned_156_F_0_11908_0	7758	7928	163	97.66	True
E	chrX-v0_2605027_aligned_156_F_0_11908_0	7929	8095	164	98.81	True
F	chrX-v0_2605027_aligned_156_F_0_11908_0	8096	8257	123	84.75	True
G	chrX-v0_2605027_aligned_156_F_0_11908_0	8258	8425	154	94.77	True
H	chrX-v0_2605027_aligned_156_F_0_11908_0	8426	8589	121	84.18	True
I	chrX-v0_2605027_aligned_156_F_0_11908_0	8590	8753	149	93.57	True
J	chrX-v0_2605027_aligned_156_F_0_11908_0	8754	8920	139	90.64	True
K	chrX-v0_2605027_aligned_156_F_0_11908_0	8921	9088	148	93.02	True
L	chrX-v0_2605027_aligned_156_F_0_11908_0	9089	9250	149	94.08	True
A	chrX-v0_2605027_aligned_156_F_0_11908_0	9251	9422	153	94.22	True
B	chrX-v0_2605027_aligned_156_F_0_11908_0	9423	9609	175	96.30	True
C	chrX-v0_2605027_aligned_156_F_0_11908_0	9610	9767	128	86.78	True
