Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
J	chrX-v0_2971668_aligned_706_F_6_33500_79	0	207	126	80.29	True
K	chrX-v0_2971668_aligned_706_F_6_33500_79	208	376	146	91.95	True
L	chrX-v0_2971668_aligned_706_F_6_33500_79	377	544	156	95.88	True
A	chrX-v0_2971668_aligned_706_F_6_33500_79	545	707	119	84.00	True
B	chrX-v0_2971668_aligned_706_F_6_33500_79	708	880	113	79.27	True
C	chrX-v0_2971668_aligned_706_F_6_33500_79	881	1045	153	94.74	True
D	chrX-v0_2971668_aligned_706_F_6_33500_79	1046	1218	159	95.43	True
E	chrX-v0_2971668_aligned_706_F_6_33500_79	1219	1387	140	90.23	True
F	chrX-v0_2971668_aligned_706_F_6_33500_79	1388	1554	152	94.19	True
G	chrX-v0_2971668_aligned_706_F_6_33500_79	1555	1728	132	86.67	True
H	chrX-v0_2971668_aligned_706_F_6_33500_79	1729	1903	158	94.89	True
I	chrX-v0_2971668_aligned_706_F_6_33500_79	1904	2055	123	85.96	True
J	chrX-v0_2971668_aligned_706_F_6_33500_79	2056	2226	160	96.51	True
K	chrX-v0_2971668_aligned_706_F_6_33500_79	2227	2392	146	92.44	True
L	chrX-v0_2971668_aligned_706_F_6_33500_79	2393	2557	148	93.02	True
A	chrX-v0_2971668_aligned_706_F_6_33500_79	2558	2724	128	86.36	True
B	chrX-v0_2971668_aligned_706_F_6_33500_79	2725	2902	158	92.47	True
C	chrX-v0_2971668_aligned_706_F_6_33500_79	2903	3066	138	89.66	True
D	chrX-v0_2971668_aligned_706_F_6_33500_79	3067	3239	162	96.55	True
E	chrX-v0_2971668_aligned_706_F_6_33500_79	3240	3403	147	92.98	True
F	chrX-v0_2971668_aligned_706_F_6_33500_79	3404	3578	149	91.62	True
G	chrX-v0_2971668_aligned_706_F_6_33500_79	3579	3745	151	94.15	True
H	chrX-v0_2971668_aligned_706_F_6_33500_79	3746	3911	145	91.91	True
I	chrX-v0_2971668_aligned_706_F_6_33500_79	3912	4080	126	85.00	True
J	chrX-v0_2971668_aligned_706_F_6_33500_79	4081	4245	135	89.02	True
K	chrX-v0_2971668_aligned_706_F_6_33500_79	4246	4416	165	98.25	True
L	chrX-v0_2971668_aligned_706_F_6_33500_79	4417	4583	137	89.14	True
A	chrX-v0_2971668_aligned_706_F_6_33500_79	4584	4752	140	89.77	True
B	chrX-v0_2971668_aligned_706_F_6_33500_79	4753	4938	149	88.60	True
C	chrX-v0_2971668_aligned_706_F_6_33500_79	4939	5106	152	93.68	True
D	chrX-v0_2971668_aligned_706_F_6_33500_79	5107	5272	136	89.08	True
E	chrX-v0_2971668_aligned_706_F_6_33500_79	5273	5441	156	95.35	True
F	chrX-v0_2971668_aligned_706_F_6_33500_79	5442	5611	161	97.08	True
G	chrX-v0_2971668_aligned_706_F_6_33500_79	5612	5783	144	90.91	True
H	chrX-v0_2971668_aligned_706_F_6_33500_79	5784	5952	152	94.19	True
I	chrX-v0_2971668_aligned_706_F_6_33500_79	5953	6126	166	97.70	True
J	chrX-v0_2971668_aligned_706_F_6_33500_79	6127	6297	143	90.86	True
K	chrX-v0_2971668_aligned_706_F_6_33500_79	6298	6465	151	94.15	True
L	chrX-v0_2971668_aligned_706_F_6_33500_79	6466	6635	150	93.60	True
A	chrX-v0_2971668_aligned_706_F_6_33500_79	6636	6800	126	85.39	True
B	chrX-v0_2971668_aligned_706_F_6_33500_79	6801	6990	145	87.56	True
