Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
G	chrX-v0_154887_aligned_627_F_9_10805_83	0	176	149	91.62	True
H	chrX-v0_154887_aligned_627_F_9_10805_83	177	341	153	94.74	True
I	chrX-v0_154887_aligned_627_F_9_10805_83	342	512	142	89.89	True
J	chrX-v0_154887_aligned_627_F_9_10805_83	513	679	130	87.36	True
K	chrX-v0_154887_aligned_627_F_9_10805_83	680	856	151	92.66	True
L	chrX-v0_154887_aligned_627_F_9_10805_83	857	1019	141	91.23	True
A	chrX-v0_154887_aligned_627_F_9_10805_83	1020	1194	154	93.26	True
B	chrX-v0_154887_aligned_627_F_9_10805_83	1195	1376	156	91.05	True
C	chrX-v0_154887_aligned_627_F_9_10805_83	1377	1547	148	93.02	True
D	chrX-v0_154887_aligned_627_F_9_10805_83	1548	1716	163	97.66	True
E	chrX-v0_154887_aligned_627_F_9_10805_83	1717	1884	139	90.17	True
F	chrX-v0_154887_aligned_627_F_9_10805_83	1885	2055	158	95.93	True
G	chrX-v0_154887_aligned_627_F_9_10805_83	2056	2221	127	85.47	True
H	chrX-v0_154887_aligned_627_F_9_10805_83	2222	2389	150	93.60	True
I	chrX-v0_154887_aligned_627_F_9_10805_83	2390	2561	155	94.80	True
J	chrX-v0_154887_aligned_627_F_9_10805_83	2562	2724	150	94.64	True
K	chrX-v0_154887_aligned_627_F_9_10805_83	2725	2899	157	94.86	True
L	chrX-v0_154887_aligned_627_F_9_10805_83	2900	3070	147	92.49	True
A	chrX-v0_154887_aligned_627_F_9_10805_83	3071	3237	147	92.49	True
B	chrX-v0_154887_aligned_627_F_9_10805_83	3238	3422	167	94.18	True
C	chrX-v0_154887_aligned_627_F_9_10805_83	3423	3598	154	93.26	True
D	chrX-v0_154887_aligned_627_F_9_10805_83	3599	3770	132	87.08	True
E	chrX-v0_154887_aligned_627_F_9_10805_83	3771	3938	126	86.21	True
F	chrX-v0_154887_aligned_627_F_9_10805_83	3939	4111	157	95.38	True
G	chrX-v0_154887_aligned_627_F_9_10805_83	4112	4275	143	91.33	True
H	chrX-v0_154887_aligned_627_F_9_10805_83	4276	4442	139	90.17	True
I	chrX-v0_154887_aligned_627_F_9_10805_83	4443	4609	162	97.65	True
J	chrX-v0_154887_aligned_627_F_9_10805_83	4610	4782	154	94.25	True
K	chrX-v0_154887_aligned_627_F_9_10805_83	4783	4950	126	85.39	True
L	chrX-v0_154887_aligned_627_F_9_10805_83	4951	5117	140	90.23	True
A	chrX-v0_154887_aligned_627_F_9_10805_83	5118	5283	139	89.71	True
B	chrX-v0_154887_aligned_627_F_9_10805_83	5284	5474	171	94.30	True
C	chrX-v0_154887_aligned_627_F_9_10805_83	5475	5638	140	90.70	True
D	chrX-v0_154887_aligned_627_F_9_10805_83	5639	5813	154	93.75	True
E	chrX-v0_154887_aligned_627_F_9_10805_83	5814	5982	137	89.60	True
F	chrX-v0_154887_aligned_627_F_9_10805_83	5983	6157	132	86.26	True
G	chrX-v0_154887_aligned_627_F_9_10805_83	6158	6327	150	93.10	True
H	chrX-v0_154887_aligned_627_F_9_10805_83	6328	6495	145	91.43	True
I	chrX-v0_154887_aligned_627_F_9_10805_83	6496	6671	143	89.94	True
J	chrX-v0_154887_aligned_627_F_9_10805_83	6672	6847	122	83.52	True
K	chrX-v0_154887_aligned_627_F_9_10805_83	6848	7018	137	88.70	True
L	chrX-v0_154887_aligned_627_F_9_10805_83	7019	7184	141	90.75	True
A	chrX-v0_154887_aligned_627_F_9_10805_83	7185	7359	144	90.91	True
B	chrX-v0_154887_aligned_627_F_9_10805_83	7360	7545	158	91.15	True
C	chrX-v0_154887_aligned_627_F_9_10805_83	7546	7720	161	96.00	True
D	chrX-v0_154887_aligned_627_F_9_10805_83	7721	7886	152	94.19	True
E	chrX-v0_154887_aligned_627_F_9_10805_83	7887	8061	134	87.64	True
F	chrX-v0_154887_aligned_627_F_9_10805_83	8062	8230	140	90.23	True
G	chrX-v0_154887_aligned_627_F_9_10805_83	8231	8402	147	92.00	True
H	chrX-v0_154887_aligned_627_F_9_10805_83	8403	8583	145	89.19	True
I	chrX-v0_154887_aligned_627_F_9_10805_83	8584	8743	126	85.80	True
J	chrX-v0_154887_aligned_627_F_9_10805_83	8744	8908	151	94.67	True
K	chrX-v0_154887_aligned_627_F_9_10805_83	8909	9090	148	90.66	True
L	chrX-v0_154887_aligned_627_F_9_10805_83	9091	9255	136	89.53	True
A	chrX-v0_154887_aligned_627_F_9_10805_83	9256	9421	126	85.80	True
B	chrX-v0_154887_aligned_627_F_9_10805_83	9422	9611	177	96.34	True
C	chrX-v0_154887_aligned_627_F_9_10805_83	9612	9777	135	89.02	True
D	chrX-v0_154887_aligned_627_F_9_10805_83	9778	9953	143	89.94	True
E	chrX-v0_154887_aligned_627_F_9_10805_83	9954	10123	143	91.33	True
F	chrX-v0_154887_aligned_627_F_9_10805_83	10124	10299	149	91.62	True
G	chrX-v0_154887_aligned_627_F_9_10805_83	10300	10473	157	94.86	True
H	chrX-v0_154887_aligned_627_F_9_10805_83	10474	10645	144	90.91	True
I	chrX-v0_154887_aligned_627_F_9_10805_83	10646	10822	146	90.56	True
J	chrX-v0_154887_aligned_627_F_9_10805_83	10823	10913	-10	47.06	True
