Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
D_rc	chrX-v0_403647_aligned_77_R_91_13695_2	0	138	34	59.34	True
C_rc	chrX-v0_403647_aligned_77_R_91_13695_2	139	305	140	90.23	True
B_rc	chrX-v0_403647_aligned_77_R_91_13695_2	306	494	162	92.63	True
A_rc	chrX-v0_403647_aligned_77_R_91_13695_2	495	668	136	88.20	True
L_rc	chrX-v0_403647_aligned_77_R_91_13695_2	669	831	117	83.05	True
K_rc	chrX-v0_403647_aligned_77_R_91_13695_2	832	1004	148	92.05	True
J_rc	chrX-v0_403647_aligned_77_R_91_13695_2	1005	1170	160	97.62	True
I_rc	chrX-v0_403647_aligned_77_R_91_13695_2	1171	1345	165	97.14	True
H_rc	chrX-v0_403647_aligned_77_R_91_13695_2	1346	1509	145	91.91	True
G_rc	chrX-v0_403647_aligned_77_R_91_13695_2	1510	1681	139	89.27	True
F_rc	chrX-v0_403647_aligned_77_R_91_13695_2	1682	1849	163	97.66	True
E_rc	chrX-v0_403647_aligned_77_R_91_13695_2	1850	2020	137	89.60	True
D_rc	chrX-v0_403647_aligned_77_R_91_13695_2	2021	2196	135	87.29	True
C_rc	chrX-v0_403647_aligned_77_R_91_13695_2	2197	2364	143	91.33	True
B_rc	chrX-v0_403647_aligned_77_R_91_13695_2	2365	2546	146	88.02	True
A_rc	chrX-v0_403647_aligned_77_R_91_13695_2	2547	2721	126	84.24	True
L_rc	chrX-v0_403647_aligned_77_R_91_13695_2	2722	2889	122	84.66	True
K_rc	chrX-v0_403647_aligned_77_R_91_13695_2	2890	3050	120	84.09	True
J_rc	chrX-v0_403647_aligned_77_R_91_13695_2	3051	3221	124	85.23	True
I_rc	chrX-v0_403647_aligned_77_R_91_13695_2	3222	3387	142	90.80	True
H_rc	chrX-v0_403647_aligned_77_R_91_13695_2	3388	3561	147	91.06	True
G_rc	chrX-v0_403647_aligned_77_R_91_13695_2	3562	3737	143	90.40	True
F_rc	chrX-v0_403647_aligned_77_R_91_13695_2	3738	3906	113	80.87	True
E_rc	chrX-v0_403647_aligned_77_R_91_13695_2	3907	4081	133	87.57	True
D_rc	chrX-v0_403647_aligned_77_R_91_13695_2	4082	4249	154	94.77	True
C_rc	chrX-v0_403647_aligned_77_R_91_13695_2	4250	4419	138	89.27	True
B_rc	chrX-v0_403647_aligned_77_R_91_13695_2	4420	4599	158	91.58	True
A_rc	chrX-v0_403647_aligned_77_R_91_13695_2	4600	4772	137	87.85	True
L_rc	chrX-v0_403647_aligned_77_R_91_13695_2	4773	4935	123	85.14	True
K_rc	chrX-v0_403647_aligned_77_R_91_13695_2	4936	5099	136	89.53	True
J_rc	chrX-v0_403647_aligned_77_R_91_13695_2	5100	5262	123	86.47	True
I_rc	chrX-v0_403647_aligned_77_R_91_13695_2	5263	5425	150	94.12	True
H_rc	chrX-v0_403647_aligned_77_R_91_13695_2	5426	5595	126	85.00	True
G_rc	chrX-v0_403647_aligned_77_R_91_13695_2	5596	5767	137	88.70	True
F_rc	chrX-v0_403647_aligned_77_R_91_13695_2	5768	5945	149	91.16	True
E_rc	chrX-v0_403647_aligned_77_R_91_13695_2	5946	6111	152	95.27	True
D_rc	chrX-v0_403647_aligned_77_R_91_13695_2	6112	6281	125	84.53	True
C_rc	chrX-v0_403647_aligned_77_R_91_13695_2	6282	6447	147	92.98	True
B_rc	chrX-v0_403647_aligned_77_R_91_13695_2	6448	6633	160	92.11	True
A_rc	chrX-v0_403647_aligned_77_R_91_13695_2	6634	6803	142	90.34	True
L_rc	chrX-v0_403647_aligned_77_R_91_13695_2	6804	6975	154	94.77	True
K_rc	chrX-v0_403647_aligned_77_R_91_13695_2	6976	7141	133	88.00	True
J_rc	chrX-v0_403647_aligned_77_R_91_13695_2	7142	7306	144	91.86	True
I_rc	chrX-v0_403647_aligned_77_R_91_13695_2	7307	7468	140	90.23	True
H_rc	chrX-v0_403647_aligned_77_R_91_13695_2	7469	7633	133	88.44	True
G_rc	chrX-v0_403647_aligned_77_R_91_13695_2	7634	7804	150	93.10	True
F_rc	chrX-v0_403647_aligned_77_R_91_13695_2	7805	7969	124	84.44	True
E_rc	chrX-v0_403647_aligned_77_R_91_13695_2	7970	8130	111	81.71	True
D_rc	chrX-v0_403647_aligned_77_R_91_13695_2	8131	8302	156	95.35	True
C_rc	chrX-v0_403647_aligned_77_R_91_13695_2	8303	8468	155	94.80	True
