Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
L_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	0	174	60	65.79	True
K_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	175	346	163	97.11	True
J_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	347	511	135	89.02	True
I_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	512	673	130	86.93	True
H_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	674	844	159	95.43	True
G_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	845	1025	152	91.76	True
F_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	1026	1191	143	91.33	True
E_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	1192	1354	151	94.67	True
D_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	1355	1525	143	91.43	True
C_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	1526	1694	147	92.00	True
B_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	1695	1888	135	83.92	True
A_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	1889	2065	145	90.06	True
L_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	2066	2229	148	93.02	True
K_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	2230	2399	141	90.29	True
J_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	2400	2567	154	95.83	True
I_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	2568	2736	148	92.05	True
H_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	2737	2902	149	93.57	True
G_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	2903	3070	154	94.77	True
F_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	3071	3236	146	91.95	True
E_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	3237	3395	142	91.76	True
D_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	3396	3556	121	84.57	True
C_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	3557	3728	134	87.64	True
B_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	3729	3915	148	88.14	True
A_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	3916	4086	164	97.67	True
L_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	4087	4255	159	96.49	True
K_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	4256	4426	153	93.71	True
J_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	4427	4593	158	97.02	True
I_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	4594	4764	143	90.40	True
H_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	4765	4929	149	93.06	True
G_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	4930	5083	117	83.43	True
F_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	5084	5251	126	84.62	True
E_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	5252	5411	127	86.71	True
D_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	5412	5581	158	96.47	True
C_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	5582	5749	112	80.43	True
B_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	5750	5933	140	86.46	True
A_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	5934	6107	137	88.27	True
L_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	6108	6281	154	94.25	True
K_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	6282	6459	153	92.74	True
J_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	6460	6633	124	84.44	True
I_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	6634	6801	151	93.64	True
H_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	6802	6965	150	93.60	True
G_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	6966	7132	138	89.66	True
F_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	7133	7300	162	97.09	True
E_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	7301	7457	130	87.79	True
D_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	7458	7629	147	91.53	True
C_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	7630	7802	155	94.80	True
B_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	7803	7980	150	90.32	True
A_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	7981	8152	161	96.53	True
L_rc	chrX-v0_1565922_aligned_243_R_100_22013_3	8153	8327	156	94.32	True
