Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
J	chrX-v0_2347242_aligned_166_F_68_109763_28	0	205	81	69.48	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	206	381	141	88.95	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	382	545	131	87.43	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	546	718	126	85.00	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	719	902	143	87.05	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	903	1064	145	91.91	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	1065	1232	145	91.91	True
E	chrX-v0_2347242_aligned_166_F_68_109763_28	1233	1390	139	91.12	True
F	chrX-v0_2347242_aligned_166_F_68_109763_28	1391	1567	150	92.13	True
G	chrX-v0_2347242_aligned_166_F_68_109763_28	1568	1729	142	91.28	True
H	chrX-v0_2347242_aligned_166_F_68_109763_28	1730	1900	158	95.40	True
I	chrX-v0_2347242_aligned_166_F_68_109763_28	1901	2072	163	97.11	True
J	chrX-v0_2347242_aligned_166_F_68_109763_28	2073	2237	145	91.91	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	2238	2410	155	94.29	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	2411	2580	148	93.53	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	2581	2751	145	90.96	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	2752	2941	137	84.77	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	2942	3114	155	94.29	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	3115	3289	137	88.27	True
E	chrX-v0_2347242_aligned_166_F_68_109763_28	3290	3449	136	90.00	True
F	chrX-v0_2347242_aligned_166_F_68_109763_28	3450	3617	146	91.95	True
G	chrX-v0_2347242_aligned_166_F_68_109763_28	3618	3791	153	93.22	True
H	chrX-v0_2347242_aligned_166_F_68_109763_28	3792	3961	150	93.10	True
I	chrX-v0_2347242_aligned_166_F_68_109763_28	3962	4131	160	96.51	True
J	chrX-v0_2347242_aligned_166_F_68_109763_28	4132	4295	131	87.86	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	4296	4474	133	85.95	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	4475	4647	149	92.57	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	4648	4820	155	94.29	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	4821	5008	160	91.67	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	5009	5173	137	89.14	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	5174	5343	150	93.10	True
E	chrX-v0_2347242_aligned_166_F_68_109763_28	5344	5511	142	91.28	True
F	chrX-v0_2347242_aligned_166_F_68_109763_28	5512	5683	98	76.34	True
G	chrX-v0_2347242_aligned_166_F_68_109763_28	5684	5854	148	92.05	True
H	chrX-v0_2347242_aligned_166_F_68_109763_28	5855	6025	140	89.33	True
I	chrX-v0_2347242_aligned_166_F_68_109763_28	6026	6194	151	93.64	True
J	chrX-v0_2347242_aligned_166_F_68_109763_28	6195	6359	148	93.02	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	6360	6510	111	82.08	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	6511	6675	127	86.71	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	6676	6845	149	93.06	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	6846	7029	170	95.21	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	7030	7201	133	87.15	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	7202	7372	148	92.05	True
E	chrX-v0_2347242_aligned_166_F_68_109763_28	7373	7533	114	82.39	True
F	chrX-v0_2347242_aligned_166_F_68_109763_28	7534	7701	151	93.64	True
G	chrX-v0_2347242_aligned_166_F_68_109763_28	7702	7869	130	86.11	True
H	chrX-v0_2347242_aligned_166_F_68_109763_28	7870	8034	144	91.38	True
I	chrX-v0_2347242_aligned_166_F_68_109763_28	8035	8210	142	89.44	True
J	chrX-v0_2347242_aligned_166_F_68_109763_28	8211	8385	142	89.89	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	8386	8557	152	93.18	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	8558	8728	157	95.91	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	8729	8900	163	97.11	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	8901	9077	154	90.96	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	9078	9239	142	91.28	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	9240	9405	143	91.33	True
E	chrX-v0_2347242_aligned_166_F_68_109763_28	9406	9572	139	90.17	True
F	chrX-v0_2347242_aligned_166_F_68_109763_28	9573	9741	129	86.03	True
G	chrX-v0_2347242_aligned_166_F_68_109763_28	9742	9905	133	88.00	True
H	chrX-v0_2347242_aligned_166_F_68_109763_28	9906	10082	161	95.48	True
I	chrX-v0_2347242_aligned_166_F_68_109763_28	10083	10252	151	93.14	True
J	chrX-v0_2347242_aligned_166_F_68_109763_28	10253	10409	129	88.17	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	10410	10577	139	89.27	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	10578	10745	136	88.64	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	10746	10906	132	87.93	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	10907	11092	160	92.11	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	11093	11264	167	98.27	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	11265	11436	157	95.38	True
E	chrX-v0_2347242_aligned_166_F_68_109763_28	11437	11606	146	92.44	True
F	chrX-v0_2347242_aligned_166_F_68_109763_28	11607	11772	137	89.60	True
G	chrX-v0_2347242_aligned_166_F_68_109763_28	11773	11947	156	94.32	True
H	chrX-v0_2347242_aligned_166_F_68_109763_28	11948	12114	142	90.80	True
I	chrX-v0_2347242_aligned_166_F_68_109763_28	12115	12288	160	95.98	True
J	chrX-v0_2347242_aligned_166_F_68_109763_28	12289	12457	165	98.82	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	12458	12627	163	97.66	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	12628	12787	142	91.76	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	12788	12960	157	94.86	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	12961	13150	160	91.67	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	13151	13317	142	90.80	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	13318	13478	128	86.78	True
E	chrX-v0_2347242_aligned_166_F_68_109763_28	13479	13637	131	88.30	True
F	chrX-v0_2347242_aligned_166_F_68_109763_28	13638	13806	147	92.49	True
G	chrX-v0_2347242_aligned_166_F_68_109763_28	13807	13978	147	92.00	True
H	chrX-v0_2347242_aligned_166_F_68_109763_28	13979	14153	156	94.32	True
I	chrX-v0_2347242_aligned_166_F_68_109763_28	14154	14322	162	97.65	True
J	chrX-v0_2347242_aligned_166_F_68_109763_28	14323	14485	130	87.79	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	14486	14649	134	88.57	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	14650	14820	137	88.70	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	14821	14982	124	85.23	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	14983	15174	171	94.30	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	15175	15347	158	94.89	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	15348	15506	128	87.21	True
E	chrX-v0_2347242_aligned_166_F_68_109763_28	15507	15670	153	95.27	True
F	chrX-v0_2347242_aligned_166_F_68_109763_28	15671	15844	151	92.66	True
G	chrX-v0_2347242_aligned_166_F_68_109763_28	15845	16015	159	95.95	True
H	chrX-v0_2347242_aligned_166_F_68_109763_28	16016	16182	132	87.08	True
I	chrX-v0_2347242_aligned_166_F_68_109763_28	16183	16346	151	94.15	True
J	chrX-v0_2347242_aligned_166_F_68_109763_28	16347	16511	154	95.83	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	16512	16684	153	93.71	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	16685	16851	159	97.04	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	16852	17016	139	90.17	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	17017	17205	170	94.74	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	17206	17372	148	93.02	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	17373	17541	149	92.57	True
E	chrX-v0_2347242_aligned_166_F_68_109763_28	17542	17701	149	94.08	True
F	chrX-v0_2347242_aligned_166_F_68_109763_28	17702	17872	147	91.53	True
G	chrX-v0_2347242_aligned_166_F_68_109763_28	17873	18042	119	82.87	True
H	chrX-v0_2347242_aligned_166_F_68_109763_28	18043	18210	143	90.86	True
I	chrX-v0_2347242_aligned_166_F_68_109763_28	18211	18381	159	95.95	True
J	chrX-v0_2347242_aligned_166_F_68_109763_28	18382	18548	156	95.88	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	18549	18725	149	91.62	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	18726	18891	151	94.15	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	18892	19067	146	91.01	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	19068	19259	167	93.26	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	19260	19433	163	96.57	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	19434	19593	118	83.52	True
E	chrX-v0_2347242_aligned_166_F_68_109763_28	19594	19750	129	87.79	True
F	chrX-v0_2347242_aligned_166_F_68_109763_28	19751	19922	143	90.86	True
G	chrX-v0_2347242_aligned_166_F_68_109763_28	19923	20094	154	94.25	True
H	chrX-v0_2347242_aligned_166_F_68_109763_28	20095	20268	154	93.75	True
I	chrX-v0_2347242_aligned_166_F_68_109763_28	20269	20443	148	91.57	True
J	chrX-v0_2347242_aligned_166_F_68_109763_28	20444	20620	149	91.62	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	20621	20793	160	95.98	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	20794	20961	156	95.35	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	20962	21125	130	87.36	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	21126	21308	137	85.86	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	21309	21470	129	86.86	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	21471	21641	141	89.83	True
E	chrX-v0_2347242_aligned_166_F_68_109763_28	21642	21805	153	95.27	True
F	chrX-v0_2347242_aligned_166_F_68_109763_28	21806	21976	146	91.95	True
G	chrX-v0_2347242_aligned_166_F_68_109763_28	21977	22162	132	85.11	True
H	chrX-v0_2347242_aligned_166_F_68_109763_28	22163	22338	147	91.06	True
I	chrX-v0_2347242_aligned_166_F_68_109763_28	22339	22507	156	95.88	True
J	chrX-v0_2347242_aligned_166_F_68_109763_28	22508	22671	139	90.64	True
K	chrX-v0_2347242_aligned_166_F_68_109763_28	22672	22842	150	92.61	True
L	chrX-v0_2347242_aligned_166_F_68_109763_28	22843	23002	124	86.05	True
A	chrX-v0_2347242_aligned_166_F_68_109763_28	23003	23177	134	86.81	True
B	chrX-v0_2347242_aligned_166_F_68_109763_28	23178	23362	158	91.15	True
C	chrX-v0_2347242_aligned_166_F_68_109763_28	23363	23533	153	94.22	True
D	chrX-v0_2347242_aligned_166_F_68_109763_28	23534	23709	139	88.83	True
