Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
J_rc	chrX-v0_3081406_aligned_441_F_96_20683_2	0	117	13	53.71	True
C	chrX-v0_3081406_aligned_441_F_96_20683_2	118	276	136	89.53	True
D	chrX-v0_3081406_aligned_441_F_96_20683_2	277	440	136	89.08	True
E	chrX-v0_3081406_aligned_441_F_96_20683_2	441	616	144	90.91	True
F	chrX-v0_3081406_aligned_441_F_96_20683_2	617	781	134	88.51	True
G	chrX-v0_3081406_aligned_441_F_96_20683_2	782	949	143	90.86	True
H	chrX-v0_3081406_aligned_441_F_96_20683_2	950	1119	140	90.23	True
I	chrX-v0_3081406_aligned_441_F_96_20683_2	1120	1292	156	94.32	True
J	chrX-v0_3081406_aligned_441_F_96_20683_2	1293	1462	151	94.15	True
K	chrX-v0_3081406_aligned_441_F_96_20683_2	1463	1632	135	88.57	True
L	chrX-v0_3081406_aligned_441_F_96_20683_2	1633	1793	132	88.82	True
A	chrX-v0_3081406_aligned_441_F_96_20683_2	1794	1959	143	91.33	True
B	chrX-v0_3081406_aligned_441_F_96_20683_2	1960	2144	154	90.53	True
C	chrX-v0_3081406_aligned_441_F_96_20683_2	2145	2316	149	92.09	True
D	chrX-v0_3081406_aligned_441_F_96_20683_2	2317	2478	119	84.00	True
E	chrX-v0_3081406_aligned_441_F_96_20683_2	2479	2651	147	91.53	True
F	chrX-v0_3081406_aligned_441_F_96_20683_2	2652	2820	142	90.80	True
G	chrX-v0_3081406_aligned_441_F_96_20683_2	2821	2999	151	91.71	True
H	chrX-v0_3081406_aligned_441_F_96_20683_2	3000	3173	136	87.78	True
I	chrX-v0_3081406_aligned_441_F_96_20683_2	3174	3338	146	92.44	True
J	chrX-v0_3081406_aligned_441_F_96_20683_2	3339	3508	146	91.95	True
K	chrX-v0_3081406_aligned_441_F_96_20683_2	3509	3680	142	89.89	True
L	chrX-v0_3081406_aligned_441_F_96_20683_2	3681	3842	129	87.28	True
A	chrX-v0_3081406_aligned_441_F_96_20683_2	3843	4005	135	89.02	True
B	chrX-v0_3081406_aligned_441_F_96_20683_2	4006	4181	143	87.43	True
C	chrX-v0_3081406_aligned_441_F_96_20683_2	4182	4354	142	89.89	True
D	chrX-v0_3081406_aligned_441_F_96_20683_2	4355	4525	138	88.76	True
E	chrX-v0_3081406_aligned_441_F_96_20683_2	4526	4699	153	93.71	True
F	chrX-v0_3081406_aligned_441_F_96_20683_2	4700	4869	148	92.05	True
G	chrX-v0_3081406_aligned_441_F_96_20683_2	4870	5038	134	88.51	True
H	chrX-v0_3081406_aligned_441_F_96_20683_2	5039	5207	115	82.58	True
I	chrX-v0_3081406_aligned_441_F_96_20683_2	5208	5376	151	93.64	True
J	chrX-v0_3081406_aligned_441_F_96_20683_2	5377	5539	150	94.64	True
K	chrX-v0_3081406_aligned_441_F_96_20683_2	5540	5703	147	92.98	True
L	chrX-v0_3081406_aligned_441_F_96_20683_2	5704	5870	127	86.71	True
A	chrX-v0_3081406_aligned_441_F_96_20683_2	5871	6042	158	95.93	True
B	chrX-v0_3081406_aligned_441_F_96_20683_2	6043	6220	142	87.37	True
C	chrX-v0_3081406_aligned_441_F_96_20683_2	6221	6386	114	82.49	True
D	chrX-v0_3081406_aligned_441_F_96_20683_2	6387	6547	134	88.95	True
E	chrX-v0_3081406_aligned_441_F_96_20683_2	6548	6722	144	90.45	True
F	chrX-v0_3081406_aligned_441_F_96_20683_2	6723	6895	160	95.98	True
G	chrX-v0_3081406_aligned_441_F_96_20683_2	6896	7075	139	87.57	True
H	chrX-v0_3081406_aligned_441_F_96_20683_2	7076	7241	137	89.14	True
I	chrX-v0_3081406_aligned_441_F_96_20683_2	7242	7404	143	91.81	True
J	chrX-v0_3081406_aligned_441_F_96_20683_2	7405	7561	120	84.48	True
K	chrX-v0_3081406_aligned_441_F_96_20683_2	7562	7724	135	89.02	True
L	chrX-v0_3081406_aligned_441_F_96_20683_2	7725	7891	137	90.06	True
A	chrX-v0_3081406_aligned_441_F_96_20683_2	7892	8066	132	86.67	True
B	chrX-v0_3081406_aligned_441_F_96_20683_2	8067	8243	140	86.84	True
C	chrX-v0_3081406_aligned_441_F_96_20683_2	8244	8414	151	93.64	True
D	chrX-v0_3081406_aligned_441_F_96_20683_2	8415	8587	156	94.83	True
E	chrX-v0_3081406_aligned_441_F_96_20683_2	8588	8756	150	94.12	True
