Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
E	chrX-v0_759997_aligned_201_F_1_15476_61	0	196	100	74.51	True
F	chrX-v0_759997_aligned_201_F_1_15476_61	197	363	136	89.08	True
G	chrX-v0_759997_aligned_201_F_1_15476_61	364	538	156	94.32	True
H	chrX-v0_759997_aligned_201_F_1_15476_61	539	710	150	93.10	True
I	chrX-v0_759997_aligned_201_F_1_15476_61	711	879	136	88.64	True
J	chrX-v0_759997_aligned_201_F_1_15476_61	880	1045	141	91.23	True
K	chrX-v0_759997_aligned_201_F_1_15476_61	1046	1225	139	88.89	True
L	chrX-v0_759997_aligned_201_F_1_15476_61	1226	1387	138	90.12	True
A	chrX-v0_759997_aligned_201_F_1_15476_61	1388	1554	143	91.33	True
B	chrX-v0_759997_aligned_201_F_1_15476_61	1555	1734	168	95.16	True
C	chrX-v0_759997_aligned_201_F_1_15476_61	1735	1904	153	93.71	True
D	chrX-v0_759997_aligned_201_F_1_15476_61	1905	2078	140	88.89	True
E	chrX-v0_759997_aligned_201_F_1_15476_61	2079	2246	143	91.33	True
F	chrX-v0_759997_aligned_201_F_1_15476_61	2247	2412	157	95.91	True
G	chrX-v0_759997_aligned_201_F_1_15476_61	2413	2574	129	87.28	True
H	chrX-v0_759997_aligned_201_F_1_15476_61	2575	2749	154	93.26	True
I	chrX-v0_759997_aligned_201_F_1_15476_61	2750	2922	143	90.86	True
J	chrX-v0_759997_aligned_201_F_1_15476_61	2923	3095	145	91.91	True
K	chrX-v0_759997_aligned_201_F_1_15476_61	3096	3257	128	86.78	True
L	chrX-v0_759997_aligned_201_F_1_15476_61	3258	3427	134	87.64	True
A	chrX-v0_759997_aligned_201_F_1_15476_61	3428	3584	106	80.11	True
B	chrX-v0_759997_aligned_201_F_1_15476_61	3585	3768	154	90.53	True
C	chrX-v0_759997_aligned_201_F_1_15476_61	3769	3928	129	86.86	True
D	chrX-v0_759997_aligned_201_F_1_15476_61	3929	4100	149	93.06	True
E	chrX-v0_759997_aligned_201_F_1_15476_61	4101	4268	123	84.75	True
F	chrX-v0_759997_aligned_201_F_1_15476_61	4269	4433	140	90.70	True
G	chrX-v0_759997_aligned_201_F_1_15476_61	4434	4595	114	82.39	True
H	chrX-v0_759997_aligned_201_F_1_15476_61	4596	4764	142	90.34	True
I	chrX-v0_759997_aligned_201_F_1_15476_61	4765	4936	151	93.64	True
J	chrX-v0_759997_aligned_201_F_1_15476_61	4937	5103	130	87.79	True
K	chrX-v0_759997_aligned_201_F_1_15476_61	5104	5268	121	84.18	True
L	chrX-v0_759997_aligned_201_F_1_15476_61	5269	5436	155	95.86	True
A	chrX-v0_759997_aligned_201_F_1_15476_61	5437	5607	151	93.64	True
B	chrX-v0_759997_aligned_201_F_1_15476_61	5608	5792	159	91.62	True
C	chrX-v0_759997_aligned_201_F_1_15476_61	5793	5952	124	86.05	True
D	chrX-v0_759997_aligned_201_F_1_15476_61	5953	6118	142	91.28	True
E	chrX-v0_759997_aligned_201_F_1_15476_61	6119	6285	123	85.14	True
F	chrX-v0_759997_aligned_201_F_1_15476_61	6286	6453	129	86.44	True
G	chrX-v0_759997_aligned_201_F_1_15476_61	6454	6617	142	91.28	True
H	chrX-v0_759997_aligned_201_F_1_15476_61	6618	6785	145	91.91	True
I	chrX-v0_759997_aligned_201_F_1_15476_61	6786	6950	143	91.33	True
J	chrX-v0_759997_aligned_201_F_1_15476_61	6951	7116	119	84.00	True
K	chrX-v0_759997_aligned_201_F_1_15476_61	7117	7281	122	84.66	True
L	chrX-v0_759997_aligned_201_F_1_15476_61	7282	7444	124	85.63	True
A	chrX-v0_759997_aligned_201_F_1_15476_61	7445	7611	149	93.06	True
B	chrX-v0_759997_aligned_201_F_1_15476_61	7612	7797	137	85.49	True
C	chrX-v0_759997_aligned_201_F_1_15476_61	7798	7961	143	91.33	True
D	chrX-v0_759997_aligned_201_F_1_15476_61	7962	8133	150	92.61	True
E	chrX-v0_759997_aligned_201_F_1_15476_61	8134	8301	140	90.70	True
F	chrX-v0_759997_aligned_201_F_1_15476_61	8302	8475	142	89.44	True
G	chrX-v0_759997_aligned_201_F_1_15476_61	8476	8645	159	95.95	True
H	chrX-v0_759997_aligned_201_F_1_15476_61	8646	8819	134	87.22	True
I	chrX-v0_759997_aligned_201_F_1_15476_61	8820	8992	147	91.53	True
J	chrX-v0_759997_aligned_201_F_1_15476_61	8993	9168	147	91.53	True
K	chrX-v0_759997_aligned_201_F_1_15476_61	9169	9336	136	88.20	True
L	chrX-v0_759997_aligned_201_F_1_15476_61	9337	9499	120	84.48	True
A	chrX-v0_759997_aligned_201_F_1_15476_61	9500	9662	121	84.18	True
B	chrX-v0_759997_aligned_201_F_1_15476_61	9663	9847	177	97.33	True
C	chrX-v0_759997_aligned_201_F_1_15476_61	9848	10017	169	99.42	True
D	chrX-v0_759997_aligned_201_F_1_15476_61	10018	10182	156	95.88	True
E	chrX-v0_759997_aligned_201_F_1_15476_61	10183	10350	143	91.33	True
F	chrX-v0_759997_aligned_201_F_1_15476_61	10351	10522	146	91.48	True
G	chrX-v0_759997_aligned_201_F_1_15476_61	10523	10693	151	93.64	True
H	chrX-v0_759997_aligned_201_F_1_15476_61	10694	10861	141	90.75	True
I	chrX-v0_759997_aligned_201_F_1_15476_61	10862	11028	143	91.33	True
J	chrX-v0_759997_aligned_201_F_1_15476_61	11029	11191	136	90.00	True
K	chrX-v0_759997_aligned_201_F_1_15476_61	11192	11354	140	90.70	True
L	chrX-v0_759997_aligned_201_F_1_15476_61	11355	11518	111	81.36	True
A	chrX-v0_759997_aligned_201_F_1_15476_61	11519	11677	81	72.63	True
B	chrX-v0_759997_aligned_201_F_1_15476_61	11678	11865	163	92.67	True
C	chrX-v0_759997_aligned_201_F_1_15476_61	11866	12030	145	92.40	True
D	chrX-v0_759997_aligned_201_F_1_15476_61	12031	12201	142	90.80	True
E	chrX-v0_759997_aligned_201_F_1_15476_61	12202	12367	142	91.28	True
F	chrX-v0_759997_aligned_201_F_1_15476_61	12368	12538	147	91.53	True
G	chrX-v0_759997_aligned_201_F_1_15476_61	12539	12716	158	94.38	True
H	chrX-v0_759997_aligned_201_F_1_15476_61	12717	12883	151	94.15	True
I	chrX-v0_759997_aligned_201_F_1_15476_61	12884	13055	152	93.68	True
J	chrX-v0_759997_aligned_201_F_1_15476_61	13056	13229	147	92.00	True
K	chrX-v0_759997_aligned_201_F_1_15476_61	13230	13384	126	86.63	True
L	chrX-v0_759997_aligned_201_F_1_15476_61	13385	13551	120	83.71	True
A	chrX-v0_759997_aligned_201_F_1_15476_61	13552	13715	116	82.95	True
B	chrX-v0_759997_aligned_201_F_1_15476_61	13716	13894	152	90.43	True
C	chrX-v0_759997_aligned_201_F_1_15476_61	13895	14061	140	90.70	True
D	chrX-v0_759997_aligned_201_F_1_15476_61	14062	14233	152	93.68	True
E	chrX-v0_759997_aligned_201_F_1_15476_61	14234	14403	142	90.80	True
F	chrX-v0_759997_aligned_201_F_1_15476_61	14404	14574	154	94.25	True
G	chrX-v0_759997_aligned_201_F_1_15476_61	14575	14736	137	90.06	True
H	chrX-v0_759997_aligned_201_F_1_15476_61	14737	14907	155	94.80	True
I	chrX-v0_759997_aligned_201_F_1_15476_61	14908	15079	155	94.29	True
J	chrX-v0_759997_aligned_201_F_1_15476_61	15080	15247	141	90.75	True
Z	chrX-v0_759997_aligned_201_F_1_15476_61	15248	15334	-15	45.61	True
