Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
D	chrX-v0_2307032_aligned_37_F_0_107076_101	0	74	-32	40.83	True
D	chrX-v0_2307032_aligned_37_F_0_107076_101	75	235	118	84.39	True
E	chrX-v0_2307032_aligned_37_F_0_107076_101	236	398	135	89.02	True
F	chrX-v0_2307032_aligned_37_F_0_107076_101	399	575	137	87.85	True
G	chrX-v0_2307032_aligned_37_F_0_107076_101	576	753	135	86.89	True
H	chrX-v0_2307032_aligned_37_F_0_107076_101	754	923	149	92.09	True
I	chrX-v0_2307032_aligned_37_F_0_107076_101	924	1092	114	81.32	True
J	chrX-v0_2307032_aligned_37_F_0_107076_101	1093	1261	147	92.49	True
K	chrX-v0_2307032_aligned_37_F_0_107076_101	1262	1432	148	93.02	True
L	chrX-v0_2307032_aligned_37_F_0_107076_101	1433	1603	145	91.91	True
A	chrX-v0_2307032_aligned_37_F_0_107076_101	1604	1773	143	90.86	True
B	chrX-v0_2307032_aligned_37_F_0_107076_101	1774	1958	128	82.32	True
C	chrX-v0_2307032_aligned_37_F_0_107076_101	1959	2129	165	98.25	True
D	chrX-v0_2307032_aligned_37_F_0_107076_101	2130	2290	131	88.30	True
E	chrX-v0_2307032_aligned_37_F_0_107076_101	2291	2459	132	87.50	True
F	chrX-v0_2307032_aligned_37_F_0_107076_101	2460	2638	137	87.03	True
G	chrX-v0_2307032_aligned_37_F_0_107076_101	2639	2804	146	92.44	True
H	chrX-v0_2307032_aligned_37_F_0_107076_101	2805	2974	134	87.64	True
I	chrX-v0_2307032_aligned_37_F_0_107076_101	2975	3146	129	85.64	True
J	chrX-v0_2307032_aligned_37_F_0_107076_101	3147	3308	122	84.27	True
K	chrX-v0_2307032_aligned_37_F_0_107076_101	3309	3472	138	89.66	True
L	chrX-v0_2307032_aligned_37_F_0_107076_101	3473	3635	147	93.49	True
A	chrX-v0_2307032_aligned_37_F_0_107076_101	3636	3807	132	86.67	True
B	chrX-v0_2307032_aligned_37_F_0_107076_101	3808	3988	148	89.36	True
C	chrX-v0_2307032_aligned_37_F_0_107076_101	3989	4168	151	91.71	True
D	chrX-v0_2307032_aligned_37_F_0_107076_101	4169	4337	134	88.51	True
E	chrX-v0_2307032_aligned_37_F_0_107076_101	4338	4508	136	88.64	True
F	chrX-v0_2307032_aligned_37_F_0_107076_101	4509	4677	134	88.07	True
G	chrX-v0_2307032_aligned_37_F_0_107076_101	4678	4844	151	94.15	True
H	chrX-v0_2307032_aligned_37_F_0_107076_101	4845	5028	110	78.65	True
I	chrX-v0_2307032_aligned_37_F_0_107076_101	5029	5193	130	87.36	True
J	chrX-v0_2307032_aligned_37_F_0_107076_101	5194	5358	154	95.83	True
K	chrX-v0_2307032_aligned_37_F_0_107076_101	5359	5538	143	89.50	True
L	chrX-v0_2307032_aligned_37_F_0_107076_101	5539	5703	146	92.44	True
A	chrX-v0_2307032_aligned_37_F_0_107076_101	5704	5858	121	84.57	True
B	chrX-v0_2307032_aligned_37_F_0_107076_101	5859	6042	159	92.51	True
C	chrX-v0_2307032_aligned_37_F_0_107076_101	6043	6207	124	84.83	True
D	chrX-v0_2307032_aligned_37_F_0_107076_101	6208	6371	124	84.83	True
E	chrX-v0_2307032_aligned_37_F_0_107076_101	6372	6542	125	84.53	True
F	chrX-v0_2307032_aligned_37_F_0_107076_101	6543	6731	117	79.70	True
G	chrX-v0_2307032_aligned_37_F_0_107076_101	6732	6903	152	93.68	True
H	chrX-v0_2307032_aligned_37_F_0_107076_101	6904	7073	120	82.97	True
I	chrX-v0_2307032_aligned_37_F_0_107076_101	7074	7239	138	90.12	True
J	chrX-v0_2307032_aligned_37_F_0_107076_101	7240	7405	156	96.43	True
