Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
C	chrX-v0_2710127_aligned_54_F_3_22258_221	0	105	11	53.53	True
H	chrX-v0_2710127_aligned_54_F_3_22258_221	106	275	146	91.48	True
I	chrX-v0_2710127_aligned_54_F_3_22258_221	276	448	157	94.86	True
J	chrX-v0_2710127_aligned_54_F_3_22258_221	449	617	151	94.15	True
K	chrX-v0_2710127_aligned_54_F_3_22258_221	618	771	123	85.96	True
L	chrX-v0_2710127_aligned_54_F_3_22258_221	772	941	133	87.15	True
A	chrX-v0_2710127_aligned_54_F_3_22258_221	942	1112	146	91.48	True
B	chrX-v0_2710127_aligned_54_F_3_22258_221	1113	1298	159	91.19	True
C	chrX-v0_2710127_aligned_54_F_3_22258_221	1299	1469	138	88.76	True
D	chrX-v0_2710127_aligned_54_F_3_22258_221	1470	1635	158	96.47	True
E	chrX-v0_2710127_aligned_54_F_3_22258_221	1636	1791	131	88.76	True
F	chrX-v0_2710127_aligned_54_F_3_22258_221	1792	1961	133	87.57	True
G	chrX-v0_2710127_aligned_54_F_3_22258_221	1962	2124	132	87.93	True
H	chrX-v0_2710127_aligned_54_F_3_22258_221	2125	2286	123	85.14	True
I	chrX-v0_2710127_aligned_54_F_3_22258_221	2287	2451	148	93.53	True
J	chrX-v0_2710127_aligned_54_F_3_22258_221	2452	2618	144	92.35	True
K	chrX-v0_2710127_aligned_54_F_3_22258_221	2619	2794	144	90.00	True
L	chrX-v0_2710127_aligned_54_F_3_22258_221	2795	2964	131	87.01	True
A	chrX-v0_2710127_aligned_54_F_3_22258_221	2965	3131	128	86.36	True
B	chrX-v0_2710127_aligned_54_F_3_22258_221	3132	3309	168	95.16	True
C	chrX-v0_2710127_aligned_54_F_3_22258_221	3310	3477	148	93.02	True
D	chrX-v0_2710127_aligned_54_F_3_22258_221	3478	3639	130	87.36	True
E	chrX-v0_2710127_aligned_54_F_3_22258_221	3640	3804	155	95.86	True
F	chrX-v0_2710127_aligned_54_F_3_22258_221	3805	3967	137	89.60	True
G	chrX-v0_2710127_aligned_54_F_3_22258_221	3968	4133	145	91.91	True
H	chrX-v0_2710127_aligned_54_F_3_22258_221	4134	4306	147	91.53	True
I	chrX-v0_2710127_aligned_54_F_3_22258_221	4307	4474	160	97.06	True
J	chrX-v0_2710127_aligned_54_F_3_22258_221	4475	4644	151	93.64	True
K	chrX-v0_2710127_aligned_54_F_3_22258_221	4645	4819	160	95.45	True
L	chrX-v0_2710127_aligned_54_F_3_22258_221	4820	4984	139	90.17	True
A	chrX-v0_2710127_aligned_54_F_3_22258_221	4985	5155	163	97.11	True
B	chrX-v0_2710127_aligned_54_F_3_22258_221	5156	5342	171	95.24	True
C	chrX-v0_2710127_aligned_54_F_3_22258_221	5343	5514	153	93.71	True
D	chrX-v0_2710127_aligned_54_F_3_22258_221	5515	5682	139	89.71	True
E	chrX-v0_2710127_aligned_54_F_3_22258_221	5683	5849	139	89.71	True
F	chrX-v0_2710127_aligned_54_F_3_22258_221	5850	6017	138	89.66	True
G	chrX-v0_2710127_aligned_54_F_3_22258_221	6018	6188	136	88.20	True
H	chrX-v0_2710127_aligned_54_F_3_22258_221	6189	6358	154	94.25	True
I	chrX-v0_2710127_aligned_54_F_3_22258_221	6359	6529	146	91.48	True
J	chrX-v0_2710127_aligned_54_F_3_22258_221	6530	6696	147	92.49	True
K	chrX-v0_2710127_aligned_54_F_3_22258_221	6697	6878	141	88.52	True
L	chrX-v0_2710127_aligned_54_F_3_22258_221	6879	7049	150	93.60	True
A	chrX-v0_2710127_aligned_54_F_3_22258_221	7050	7221	160	95.98	True
B	chrX-v0_2710127_aligned_54_F_3_22258_221	7222	7399	141	86.91	True
C	chrX-v0_2710127_aligned_54_F_3_22258_221	7400	7572	158	95.40	True
D	chrX-v0_2710127_aligned_54_F_3_22258_221	7573	7743	160	96.51	True
E	chrX-v0_2710127_aligned_54_F_3_22258_221	7744	7904	140	91.67	True
F	chrX-v0_2710127_aligned_54_F_3_22258_221	7905	8072	141	90.75	True
G	chrX-v0_2710127_aligned_54_F_3_22258_221	8073	8244	126	84.62	True
H	chrX-v0_2710127_aligned_54_F_3_22258_221	8245	8407	136	89.08	True
I	chrX-v0_2710127_aligned_54_F_3_22258_221	8408	8570	139	90.17	True
J	chrX-v0_2710127_aligned_54_F_3_22258_221	8571	8738	144	90.91	True
K	chrX-v0_2710127_aligned_54_F_3_22258_221	8739	8909	152	93.68	True
L	chrX-v0_2710127_aligned_54_F_3_22258_221	8910	9057	106	80.46	True
A	chrX-v0_2710127_aligned_54_F_3_22258_221	9058	9226	127	85.47	True
B	chrX-v0_2710127_aligned_54_F_3_22258_221	9227	9412	153	89.64	True
C	chrX-v0_2710127_aligned_54_F_3_22258_221	9413	9580	148	93.02	True
D	chrX-v0_2710127_aligned_54_F_3_22258_221	9581	9751	152	93.18	True
E	chrX-v0_2710127_aligned_54_F_3_22258_221	9752	9922	139	89.27	True
F	chrX-v0_2710127_aligned_54_F_3_22258_221	9923	10090	157	95.91	True
G	chrX-v0_2710127_aligned_54_F_3_22258_221	10091	10261	156	94.83	True
H	chrX-v0_2710127_aligned_54_F_3_22258_221	10262	10443	153	91.80	True
I	chrX-v0_2710127_aligned_54_F_3_22258_221	10444	10608	151	94.15	True
J	chrX-v0_2710127_aligned_54_F_3_22258_221	10609	10775	158	96.47	True
K	chrX-v0_2710127_aligned_54_F_3_22258_221	10776	10955	130	85.33	True
L	chrX-v0_2710127_aligned_54_F_3_22258_221	10956	11121	152	94.71	True
A	chrX-v0_2710127_aligned_54_F_3_22258_221	11122	11287	138	89.20	True
B	chrX-v0_2710127_aligned_54_F_3_22258_221	11288	11476	144	87.50	True
C	chrX-v0_2710127_aligned_54_F_3_22258_221	11477	11638	131	87.86	True
D	chrX-v0_2710127_aligned_54_F_3_22258_221	11639	11806	144	91.38	True
E	chrX-v0_2710127_aligned_54_F_3_22258_221	11807	11965	132	88.82	True
