Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
J	chrX-v0_1684162_aligned_30_F_3_106166_94	0	176	148	91.57	True
K	chrX-v0_1684162_aligned_30_F_3_106166_94	177	341	146	92.44	True
L	chrX-v0_1684162_aligned_30_F_3_106166_94	342	510	146	91.95	True
A	chrX-v0_1684162_aligned_30_F_3_106166_94	511	679	141	89.83	True
B	chrX-v0_1684162_aligned_30_F_3_106166_94	680	856	132	84.74	True
C	chrX-v0_1684162_aligned_30_F_3_106166_94	857	1023	136	88.64	True
D	chrX-v0_1684162_aligned_30_F_3_106166_94	1024	1190	133	88.51	True
E	chrX-v0_1684162_aligned_30_F_3_106166_94	1191	1366	145	90.50	True
F	chrX-v0_1684162_aligned_30_F_3_106166_94	1367	1537	134	87.64	True
G	chrX-v0_1684162_aligned_30_F_3_106166_94	1538	1704	149	93.06	True
H	chrX-v0_1684162_aligned_30_F_3_106166_94	1705	1880	124	84.07	True
I	chrX-v0_1684162_aligned_30_F_3_106166_94	1881	2048	158	96.47	True
J	chrX-v0_1684162_aligned_30_F_3_106166_94	2049	2218	142	90.80	True
K	chrX-v0_1684162_aligned_30_F_3_106166_94	2219	2388	149	92.57	True
L	chrX-v0_1684162_aligned_30_F_3_106166_94	2389	2553	141	91.23	True
A	chrX-v0_1684162_aligned_30_F_3_106166_94	2554	2725	146	91.48	True
B	chrX-v0_1684162_aligned_30_F_3_106166_94	2726	2911	146	88.02	True
C	chrX-v0_1684162_aligned_30_F_3_106166_94	2912	3072	137	89.60	True
D	chrX-v0_1684162_aligned_30_F_3_106166_94	3073	3238	152	94.19	True
E	chrX-v0_1684162_aligned_30_F_3_106166_94	3239	3404	160	97.62	True
F	chrX-v0_1684162_aligned_30_F_3_106166_94	3405	3568	151	94.15	True
G	chrX-v0_1684162_aligned_30_F_3_106166_94	3569	3734	131	87.43	True
H	chrX-v0_1684162_aligned_30_F_3_106166_94	3735	3907	138	88.33	True
I	chrX-v0_1684162_aligned_30_F_3_106166_94	3908	4081	144	90.00	True
J	chrX-v0_1684162_aligned_30_F_3_106166_94	4082	4255	149	92.09	True
