Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
I	chrX-v0_2948962_aligned_370_F_42066_31855_2961	0	170	17	54.36	True
I	chrX-v0_2948962_aligned_370_F_42066_31855_2961	171	336	22	55.61	True
J_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	337	461	14	53.93	True
J	chrX-v0_2948962_aligned_370_F_42066_31855_2961	462	622	22	55.79	True
H_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	623	773	29	57.75	True
L	chrX-v0_2948962_aligned_370_F_42066_31855_2961	774	936	28	57.22	True
D_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	937	1084	36	59.68	True
H	chrX-v0_2948962_aligned_370_F_42066_31855_2961	1085	1273	20	54.85	True
F_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	1274	1444	26	56.63	True
D_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	1445	1617	24	56.19	True
E	chrX-v0_2948962_aligned_370_F_42066_31855_2961	1618	1760	17	55.00	True
G_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	1761	1899	20	55.49	True
A_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	1900	2078	24	56.00	True
Z	chrX-v0_2948962_aligned_370_F_42066_31855_2961	2079	2256	31	57.79	True
I_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	2257	2391	18	54.84	True
E_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	2392	2551	22	55.85	True
L	chrX-v0_2948962_aligned_370_F_42066_31855_2961	2552	2718	34	58.67	True
B_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	2719	2897	22	55.19	True
Z	chrX-v0_2948962_aligned_370_F_42066_31855_2961	2898	3054	19	55.14	True
J	chrX-v0_2948962_aligned_370_F_42066_31855_2961	3055	3208	19	55.25	True
L_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	3209	3361	23	56.15	True
D	chrX-v0_2948962_aligned_370_F_42066_31855_2961	3362	3529	20	55.33	True
K	chrX-v0_2948962_aligned_370_F_42066_31855_2961	3530	3680	15	54.01	True
J_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	3681	3838	21	55.38	True
Z_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	3839	4000	23	56.08	True
E_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	4001	4166	16	54.12	True
D	chrX-v0_2948962_aligned_370_F_42066_31855_2961	4167	4313	18	54.89	True
C	chrX-v0_2948962_aligned_370_F_42066_31855_2961	4314	4444	16	54.40	True
J	chrX-v0_2948962_aligned_370_F_42066_31855_2961	4445	4611	24	56.38	True
A_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	4612	4769	23	55.96	True
A	chrX-v0_2948962_aligned_370_F_42066_31855_2961	4770	4901	19	55.43	True
K_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	4902	5074	30	57.65	True
I_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	5075	5214	22	55.98	True
H	chrX-v0_2948962_aligned_370_F_42066_31855_2961	5215	5398	25	56.50	True
D	chrX-v0_2948962_aligned_370_F_42066_31855_2961	5399	5581	24	55.88	True
F	chrX-v0_2948962_aligned_370_F_42066_31855_2961	5582	5748	30	57.73	True
J	chrX-v0_2948962_aligned_370_F_42066_31855_2961	5749	5930	13	53.37	True
F	chrX-v0_2948962_aligned_370_F_42066_31855_2961	5931	6074	24	56.45	True
D	chrX-v0_2948962_aligned_370_F_42066_31855_2961	6075	6261	24	55.77	True
Z_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	6262	6417	29	58.01	True
D	chrX-v0_2948962_aligned_370_F_42066_31855_2961	6418	6565	23	56.22	True
L_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	6566	6753	24	56.16	True
F_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	6754	6915	21	55.50	True
J	chrX-v0_2948962_aligned_370_F_42066_31855_2961	6916	7063	21	55.74	True
F	chrX-v0_2948962_aligned_370_F_42066_31855_2961	7064	7222	22	55.79	True
D	chrX-v0_2948962_aligned_370_F_42066_31855_2961	7223	7387	27	56.85	True
F_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	7388	7560	16	53.96	True
D	chrX-v0_2948962_aligned_370_F_42066_31855_2961	7561	7714	21	55.61	True
C_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	7715	7876	22	55.67	True
D_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	7877	8029	21	55.68	True
A_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	8030	8187	24	56.38	True
I	chrX-v0_2948962_aligned_370_F_42066_31855_2961	8188	8356	22	55.50	True
B_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	8357	8529	25	56.10	True
D_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	8530	8684	20	55.21	True
B_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	8685	8870	31	57.28	True
B	chrX-v0_2948962_aligned_370_F_42066_31855_2961	8871	9044	18	54.25	True
J_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	9045	9176	18	55.11	True
D_rc	chrX-v0_2948962_aligned_370_F_42066_31855_2961	9177	9371	31	57.28	True
