Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
E_rc	chrX-v0_162329_aligned_496_R_1_58160_101	0	132	84	74.71	True
D_rc	chrX-v0_162329_aligned_496_R_1_58160_101	133	302	142	90.80	True
C_rc	chrX-v0_162329_aligned_496_R_1_58160_101	303	466	130	87.36	True
B_rc	chrX-v0_162329_aligned_496_R_1_58160_101	467	643	125	82.38	True
A_rc	chrX-v0_162329_aligned_496_R_1_58160_101	644	812	139	89.27	True
L_rc	chrX-v0_162329_aligned_496_R_1_58160_101	813	977	142	91.28	True
K_rc	chrX-v0_162329_aligned_496_R_1_58160_101	978	1143	155	95.32	True
J_rc	chrX-v0_162329_aligned_496_R_1_58160_101	1144	1313	142	90.80	True
I_rc	chrX-v0_162329_aligned_496_R_1_58160_101	1314	1472	135	89.47	True
H_rc	chrX-v0_162329_aligned_496_R_1_58160_101	1473	1642	134	88.07	True
G_rc	chrX-v0_162329_aligned_496_R_1_58160_101	1643	1804	121	84.97	True
F_rc	chrX-v0_162329_aligned_496_R_1_58160_101	1805	1977	153	94.22	True
E_rc	chrX-v0_162329_aligned_496_R_1_58160_101	1978	2153	134	87.22	True
D_rc	chrX-v0_162329_aligned_496_R_1_58160_101	2154	2321	141	90.75	True
C_rc	chrX-v0_162329_aligned_496_R_1_58160_101	2322	2490	144	90.45	True
B_rc	chrX-v0_162329_aligned_496_R_1_58160_101	2491	2671	150	89.89	True
A_rc	chrX-v0_162329_aligned_496_R_1_58160_101	2672	2841	145	91.91	True
L_rc	chrX-v0_162329_aligned_496_R_1_58160_101	2842	3000	133	88.89	True
K_rc	chrX-v0_162329_aligned_496_R_1_58160_101	3001	3169	152	94.19	True
J_rc	chrX-v0_162329_aligned_496_R_1_58160_101	3170	3338	138	89.66	True
I_rc	chrX-v0_162329_aligned_496_R_1_58160_101	3339	3503	116	82.95	True
H_rc	chrX-v0_162329_aligned_496_R_1_58160_101	3504	3670	128	86.36	True
G_rc	chrX-v0_162329_aligned_496_R_1_58160_101	3671	3837	114	82.02	True
F_rc	chrX-v0_162329_aligned_496_R_1_58160_101	3838	4003	137	89.14	True
E_rc	chrX-v0_162329_aligned_496_R_1_58160_101	4004	4177	126	84.62	True
D_rc	chrX-v0_162329_aligned_496_R_1_58160_101	4178	4343	142	91.28	True
C_rc	chrX-v0_162329_aligned_496_R_1_58160_101	4344	4511	123	84.75	True
B_rc	chrX-v0_162329_aligned_496_R_1_58160_101	4512	4703	174	95.31	True
A_rc	chrX-v0_162329_aligned_496_R_1_58160_101	4704	4862	119	84.00	True
L_rc	chrX-v0_162329_aligned_496_R_1_58160_101	4863	5030	153	94.74	True
K_rc	chrX-v0_162329_aligned_496_R_1_58160_101	5031	5201	140	90.23	True
J_rc	chrX-v0_162329_aligned_496_R_1_58160_101	5202	5373	119	83.80	True
I_rc	chrX-v0_162329_aligned_496_R_1_58160_101	5374	5539	146	92.44	True
H_rc	chrX-v0_162329_aligned_496_R_1_58160_101	5540	5705	146	91.95	True
G_rc	chrX-v0_162329_aligned_496_R_1_58160_101	5706	5875	155	94.80	True
F_rc	chrX-v0_162329_aligned_496_R_1_58160_101	5876	6052	156	93.82	True
E_rc	chrX-v0_162329_aligned_496_R_1_58160_101	6053	6217	141	91.72	True
D_rc	chrX-v0_162329_aligned_496_R_1_58160_101	6218	6381	139	90.64	True
C_rc	chrX-v0_162329_aligned_496_R_1_58160_101	6382	6552	133	87.57	True
B_rc	chrX-v0_162329_aligned_496_R_1_58160_101	6553	6733	151	90.37	True
A_rc	chrX-v0_162329_aligned_496_R_1_58160_101	6734	6898	143	91.33	True
L_rc	chrX-v0_162329_aligned_496_R_1_58160_101	6899	7076	154	93.26	True
K_rc	chrX-v0_162329_aligned_496_R_1_58160_101	7077	7238	121	84.97	True
J_rc	chrX-v0_162329_aligned_496_R_1_58160_101	7239	7399	143	92.31	True
I_rc	chrX-v0_162329_aligned_496_R_1_58160_101	7400	7567	149	93.06	True
H_rc	chrX-v0_162329_aligned_496_R_1_58160_101	7568	7732	148	93.02	True
G_rc	chrX-v0_162329_aligned_496_R_1_58160_101	7733	7899	157	95.91	True
F_rc	chrX-v0_162329_aligned_496_R_1_58160_101	7900	8071	166	98.26	True
E_rc	chrX-v0_162329_aligned_496_R_1_58160_101	8072	8243	148	92.05	True
D_rc	chrX-v0_162329_aligned_496_R_1_58160_101	8244	8414	138	88.33	True
C_rc	chrX-v0_162329_aligned_496_R_1_58160_101	8415	8565	105	80.00	True
B_rc	chrX-v0_162329_aligned_496_R_1_58160_101	8566	8750	151	89.53	True
A_rc	chrX-v0_162329_aligned_496_R_1_58160_101	8751	8919	120	83.33	True
L_rc	chrX-v0_162329_aligned_496_R_1_58160_101	8920	9081	137	90.06	True
K_rc	chrX-v0_162329_aligned_496_R_1_58160_101	9082	9257	149	92.09	True
J_rc	chrX-v0_162329_aligned_496_R_1_58160_101	9258	9429	153	93.71	True
I_rc	chrX-v0_162329_aligned_496_R_1_58160_101	9430	9602	130	85.71	True
H_rc	chrX-v0_162329_aligned_496_R_1_58160_101	9603	9775	156	94.83	True
G_rc	chrX-v0_162329_aligned_496_R_1_58160_101	9776	9940	147	92.98	True
F_rc	chrX-v0_162329_aligned_496_R_1_58160_101	9941	10104	140	91.23	True
E_rc	chrX-v0_162329_aligned_496_R_1_58160_101	10105	10270	138	90.12	True
D_rc	chrX-v0_162329_aligned_496_R_1_58160_101	10271	10442	145	91.43	True
C_rc	chrX-v0_162329_aligned_496_R_1_58160_101	10443	10611	147	92.49	True
B_rc	chrX-v0_162329_aligned_496_R_1_58160_101	10612	10803	164	92.27	True
A_rc	chrX-v0_162329_aligned_496_R_1_58160_101	10804	10971	137	88.70	True
L_rc	chrX-v0_162329_aligned_496_R_1_58160_101	10972	11139	150	93.60	True
K_rc	chrX-v0_162329_aligned_496_R_1_58160_101	11140	11318	155	93.30	True
J_rc	chrX-v0_162329_aligned_496_R_1_58160_101	11319	11484	140	90.70	True
I_rc	chrX-v0_162329_aligned_496_R_1_58160_101	11485	11649	132	87.93	True
H_rc	chrX-v0_162329_aligned_496_R_1_58160_101	11650	11821	148	92.05	True
G_rc	chrX-v0_162329_aligned_496_R_1_58160_101	11822	11991	153	94.22	True
F_rc	chrX-v0_162329_aligned_496_R_1_58160_101	11992	12162	130	86.11	True
