Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
F	chrX-v0_895718_aligned_338_R_3_37443_99	0	85	-21	43.93	True
A_rc	chrX-v0_895718_aligned_338_R_3_37443_99	86	236	107	80.57	True
L_rc	chrX-v0_895718_aligned_338_R_3_37443_99	237	404	137	88.70	True
K_rc	chrX-v0_895718_aligned_338_R_3_37443_99	405	572	137	89.60	True
J_rc	chrX-v0_895718_aligned_338_R_3_37443_99	573	739	137	89.14	True
I_rc	chrX-v0_895718_aligned_338_R_3_37443_99	740	911	142	90.34	True
H_rc	chrX-v0_895718_aligned_338_R_3_37443_99	912	1080	159	95.95	True
G_rc	chrX-v0_895718_aligned_338_R_3_37443_99	1081	1247	142	90.80	True
F_rc	chrX-v0_895718_aligned_338_R_3_37443_99	1248	1424	128	84.78	True
E_rc	chrX-v0_895718_aligned_338_R_3_37443_99	1425	1589	159	97.04	True
D_rc	chrX-v0_895718_aligned_338_R_3_37443_99	1590	1755	148	93.02	True
C_rc	chrX-v0_895718_aligned_338_R_3_37443_99	1756	1921	161	97.08	True
B_rc	chrX-v0_895718_aligned_338_R_3_37443_99	1922	2101	148	88.95	True
A_rc	chrX-v0_895718_aligned_338_R_3_37443_99	2102	2272	139	90.17	True
L_rc	chrX-v0_895718_aligned_338_R_3_37443_99	2273	2443	147	92.00	True
K_rc	chrX-v0_895718_aligned_338_R_3_37443_99	2444	2616	138	87.91	True
J_rc	chrX-v0_895718_aligned_338_R_3_37443_99	2617	2793	143	89.94	True
I_rc	chrX-v0_895718_aligned_338_R_3_37443_99	2794	2956	145	92.40	True
H_rc	chrX-v0_895718_aligned_338_R_3_37443_99	2957	3127	159	95.95	True
G_rc	chrX-v0_895718_aligned_338_R_3_37443_99	3128	3292	149	93.06	True
F_rc	chrX-v0_895718_aligned_338_R_3_37443_99	3293	3459	145	91.91	True
E_rc	chrX-v0_895718_aligned_338_R_3_37443_99	3460	3615	125	86.55	True
D_rc	chrX-v0_895718_aligned_338_R_3_37443_99	3616	3782	132	87.50	True
C_rc	chrX-v0_895718_aligned_338_R_3_37443_99	3783	3951	165	98.25	True
B_rc	chrX-v0_895718_aligned_338_R_3_37443_99	3952	4137	168	94.21	True
A_rc	chrX-v0_895718_aligned_338_R_3_37443_99	4138	4302	129	86.86	True
L_rc	chrX-v0_895718_aligned_338_R_3_37443_99	4303	4469	139	90.17	True
K_rc	chrX-v0_895718_aligned_338_R_3_37443_99	4470	4641	136	88.20	True
J_rc	chrX-v0_895718_aligned_338_R_3_37443_99	4642	4813	135	88.14	True
I_rc	chrX-v0_895718_aligned_338_R_3_37443_99	4814	4985	138	89.20	True
H_rc	chrX-v0_895718_aligned_338_R_3_37443_99	4986	5160	145	90.96	True
