Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
B	chrX-v0_2896317_aligned_374_F_1_29022_145	0	134	52	66.12	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	135	305	137	88.70	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	306	471	127	85.88	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	472	637	142	91.28	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	638	809	141	89.83	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	810	981	159	95.95	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	982	1156	148	91.57	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	1157	1327	152	93.18	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	1328	1494	157	95.91	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	1495	1664	146	91.95	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	1665	1832	149	93.57	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	1833	1995	141	90.75	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	1996	2178	168	94.68	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	2179	2348	163	97.66	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	2349	2514	133	88.00	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	2515	2677	150	94.12	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	2678	2849	147	92.05	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	2850	3019	135	88.14	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	3020	3185	148	93.02	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	3186	3352	146	92.44	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	3353	3518	130	87.36	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	3519	3691	160	95.98	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	3692	3863	137	89.14	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	3864	4035	154	93.75	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	4036	4225	151	88.32	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	4226	4394	161	97.08	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	4395	4561	130	86.93	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	4562	4727	149	93.57	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	4728	4899	155	94.83	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	4900	5063	140	90.23	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	5064	5233	150	92.61	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	5234	5404	158	95.40	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	5405	5574	153	94.22	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	5575	5751	138	88.33	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	5752	5918	154	94.77	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	5919	6074	122	85.47	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	6075	6258	161	92.59	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	6259	6433	141	88.95	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	6434	6604	151	93.14	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	6605	6760	140	91.67	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	6761	6929	146	91.95	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	6930	7104	124	83.70	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	7105	7279	150	92.13	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	7280	7449	150	93.60	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	7450	7614	160	97.62	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	7615	7786	145	91.43	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	7787	7952	122	85.06	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	7953	8114	134	88.51	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	8115	8296	148	88.95	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	8297	8462	158	95.93	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	8463	8624	143	91.81	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	8625	8785	142	92.26	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	8786	8963	153	92.74	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	8964	9135	164	97.67	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	9136	9311	155	93.30	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	9312	9476	133	87.57	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	9477	9647	126	85.00	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	9648	9816	147	92.49	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	9817	9987	128	85.96	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	9988	10159	155	94.80	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	10160	10341	165	94.12	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	10342	10513	155	94.80	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	10514	10682	143	90.86	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	10683	10839	135	89.94	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	10840	11012	155	94.29	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	11013	11173	124	85.63	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	11174	11344	156	94.83	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	11345	11514	158	95.93	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	11515	11681	143	91.81	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	11682	11847	140	89.77	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	11848	12007	140	91.18	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	12008	12175	145	91.43	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	12176	12360	166	93.68	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	12361	12532	145	90.96	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	12533	12699	144	91.38	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	12700	12859	134	89.41	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	12860	13030	137	88.27	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	13031	13196	150	93.10	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	13197	13368	142	89.44	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	13369	13544	127	85.88	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	13545	13709	151	94.67	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	13710	13877	150	93.60	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	13878	14044	156	95.35	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	14045	14208	149	93.57	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	14209	14393	170	95.21	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	14394	14562	155	94.29	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	14563	14732	149	93.06	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	14733	14895	139	90.64	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	14896	15063	148	92.53	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	15064	15219	120	84.48	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	15220	15377	133	88.44	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	15378	15546	153	94.22	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	15547	15714	150	93.60	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	15715	15889	146	91.53	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	15890	16059	146	91.95	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	16060	16237	154	93.26	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	16238	16419	147	88.48	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	16420	16587	150	93.10	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	16588	16754	123	85.55	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	16755	16914	125	86.13	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	16915	17091	133	86.34	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	17092	17258	151	93.64	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	17259	17424	141	90.29	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	17425	17587	148	93.02	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	17588	17748	137	90.06	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	17749	17917	144	91.38	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	17918	18080	144	92.35	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	18081	18242	143	91.33	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	18243	18418	153	90.91	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	18419	18587	152	94.19	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	18588	18757	140	89.77	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	18758	18920	132	88.37	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	18921	19090	146	91.95	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	19091	19260	132	87.08	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	19261	19424	151	94.15	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	19425	19593	154	94.77	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	19594	19761	149	93.06	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	19762	19927	105	79.66	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	19928	20089	134	88.51	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	20090	20254	127	85.88	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	20255	20436	150	89.06	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	20437	20608	167	98.27	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	20609	20767	133	88.89	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	20768	20938	148	92.05	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	20939	21104	139	90.17	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	21105	21275	147	92.00	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	21276	21443	161	97.08	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	21444	21614	148	92.05	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	21615	21785	133	87.57	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	21786	21955	146	91.48	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	21956	22119	140	90.70	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	22120	22287	146	91.95	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	22288	22473	173	96.26	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	22474	22642	150	93.60	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	22643	22807	138	89.66	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	22808	22974	135	88.57	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	22975	23149	151	92.66	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	23150	23323	139	88.83	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	23324	23501	154	92.78	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	23502	23671	153	94.22	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	23672	23837	160	97.62	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	23838	24015	133	86.74	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	24016	24190	140	88.89	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	24191	24373	140	87.63	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	24374	24543	116	79.90	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	24544	24718	162	96.02	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	24719	24876	120	84.48	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	24877	25041	156	96.43	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	25042	25215	160	95.98	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	25216	25395	135	86.89	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	25396	25561	150	93.60	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	25562	25729	154	94.77	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	25730	25887	135	89.94	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	25888	26060	135	87.71	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	26061	26233	148	92.05	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	26234	26398	131	87.43	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	26399	26586	163	93.12	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	26587	26757	161	96.53	True
D	chrX-v0_2896317_aligned_374_F_1_29022_145	26758	26923	143	90.86	True
E	chrX-v0_2896317_aligned_374_F_1_29022_145	26924	27086	144	92.35	True
F	chrX-v0_2896317_aligned_374_F_1_29022_145	27087	27262	122	82.80	True
G	chrX-v0_2896317_aligned_374_F_1_29022_145	27263	27428	125	84.92	True
H	chrX-v0_2896317_aligned_374_F_1_29022_145	27429	27596	128	85.96	True
I	chrX-v0_2896317_aligned_374_F_1_29022_145	27597	27765	161	97.08	True
J	chrX-v0_2896317_aligned_374_F_1_29022_145	27766	27932	125	85.71	True
K	chrX-v0_2896317_aligned_374_F_1_29022_145	27933	28100	134	87.64	True
L	chrX-v0_2896317_aligned_374_F_1_29022_145	28101	28270	147	92.49	True
A	chrX-v0_2896317_aligned_374_F_1_29022_145	28271	28441	167	98.83	True
B	chrX-v0_2896317_aligned_374_F_1_29022_145	28442	28627	172	95.74	True
C	chrX-v0_2896317_aligned_374_F_1_29022_145	28628	28860	54	61.34	True
