Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
G	chrX-v0_2102198_aligned_62_F_86_39056_3	0	188	86	72.16	True
H	chrX-v0_2102198_aligned_62_F_86_39056_3	189	360	164	97.13	True
I	chrX-v0_2102198_aligned_62_F_86_39056_3	361	519	140	91.18	True
J	chrX-v0_2102198_aligned_62_F_86_39056_3	520	684	153	95.27	True
K	chrX-v0_2102198_aligned_62_F_86_39056_3	685	850	139	90.17	True
L	chrX-v0_2102198_aligned_62_F_86_39056_3	851	1018	147	92.49	True
A	chrX-v0_2102198_aligned_62_F_86_39056_3	1019	1189	163	97.11	True
B	chrX-v0_2102198_aligned_62_F_86_39056_3	1190	1372	156	91.05	True
C	chrX-v0_2102198_aligned_62_F_86_39056_3	1373	1544	148	92.05	True
D	chrX-v0_2102198_aligned_62_F_86_39056_3	1545	1706	150	94.12	True
E	chrX-v0_2102198_aligned_62_F_86_39056_3	1707	1873	156	95.88	True
F	chrX-v0_2102198_aligned_62_F_86_39056_3	1874	2042	125	84.53	True
G	chrX-v0_2102198_aligned_62_F_86_39056_3	2043	2207	114	81.67	True
H	chrX-v0_2102198_aligned_62_F_86_39056_3	2208	2369	124	85.23	True
I	chrX-v0_2102198_aligned_62_F_86_39056_3	2370	2535	137	90.59	True
J	chrX-v0_2102198_aligned_62_F_86_39056_3	2536	2700	137	89.14	True
K	chrX-v0_2102198_aligned_62_F_86_39056_3	2701	2870	153	93.71	True
L	chrX-v0_2102198_aligned_62_F_86_39056_3	2871	3034	147	92.98	True
A	chrX-v0_2102198_aligned_62_F_86_39056_3	3035	3206	162	97.09	True
B	chrX-v0_2102198_aligned_62_F_86_39056_3	3207	3395	172	95.26	True
C	chrX-v0_2102198_aligned_62_F_86_39056_3	3396	3568	118	82.07	True
D	chrX-v0_2102198_aligned_62_F_86_39056_3	3569	3736	155	95.32	True
E	chrX-v0_2102198_aligned_62_F_86_39056_3	3737	3916	128	84.41	True
F	chrX-v0_2102198_aligned_62_F_86_39056_3	3917	4080	128	86.78	True
G	chrX-v0_2102198_aligned_62_F_86_39056_3	4081	4250	152	94.19	True
H	chrX-v0_2102198_aligned_62_F_86_39056_3	4251	4425	157	94.35	True
I	chrX-v0_2102198_aligned_62_F_86_39056_3	4426	4594	144	91.38	True
J	chrX-v0_2102198_aligned_62_F_86_39056_3	4595	4765	151	93.64	True
K	chrX-v0_2102198_aligned_62_F_86_39056_3	4766	4939	144	90.91	True
L	chrX-v0_2102198_aligned_62_F_86_39056_3	4940	5109	150	93.60	True
A	chrX-v0_2102198_aligned_62_F_86_39056_3	5110	5282	145	90.96	True
B	chrX-v0_2102198_aligned_62_F_86_39056_3	5283	5470	152	90.00	True
C	chrX-v0_2102198_aligned_62_F_86_39056_3	5471	5636	137	89.14	True
D	chrX-v0_2102198_aligned_62_F_86_39056_3	5637	5804	152	94.19	True
E	chrX-v0_2102198_aligned_62_F_86_39056_3	5805	5970	149	94.08	True
F	chrX-v0_2102198_aligned_62_F_86_39056_3	5971	6137	152	94.19	True
G	chrX-v0_2102198_aligned_62_F_86_39056_3	6138	6305	141	90.29	True
H	chrX-v0_2102198_aligned_62_F_86_39056_3	6306	6478	147	91.06	True
I	chrX-v0_2102198_aligned_62_F_86_39056_3	6479	6654	142	89.01	True
