Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
L	chrX-v0_1820230_aligned_93_F_94_47100_0	0	217	78	67.41	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	218	390	133	86.74	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	391	572	162	92.63	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	573	741	134	88.07	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	742	907	141	90.75	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	908	1075	147	92.49	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	1076	1242	143	90.86	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	1243	1411	145	91.43	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	1412	1581	169	99.42	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	1582	1750	155	94.80	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	1751	1911	125	86.13	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	1912	2082	157	94.86	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	2083	2249	133	88.44	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	2250	2422	122	83.89	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	2423	2603	148	88.54	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	2604	2766	139	90.17	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	2767	2938	150	93.10	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	2939	3102	146	92.94	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	3103	3261	127	86.71	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	3262	3432	160	96.51	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	3433	3592	137	89.60	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	3593	3763	142	90.34	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	3764	3934	139	89.71	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	3935	4088	126	86.63	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	4089	4253	151	94.71	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	4254	4419	137	89.60	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	4420	4599	149	89.42	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	4600	4775	143	89.50	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	4776	4946	152	93.68	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	4947	5110	133	88.44	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	5111	5280	145	91.43	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	5281	5447	146	91.95	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	5448	5619	158	94.89	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	5620	5783	139	90.17	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	5784	5948	125	86.13	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	5949	6121	154	93.75	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	6122	6273	126	87.06	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	6274	6441	130	86.93	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	6442	6622	132	83.67	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	6623	6788	152	94.19	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	6789	6945	126	86.63	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	6946	7110	148	93.02	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	7111	7273	144	91.86	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	7274	7437	142	90.80	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	7438	7614	134	86.41	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	7615	7782	148	92.05	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	7783	7954	140	89.77	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	7955	8121	124	85.23	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	8122	8286	133	88.44	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	8287	8458	150	92.61	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	8459	8643	154	90.96	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	8644	8807	135	88.57	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	8808	8966	136	90.00	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	8967	9132	153	94.74	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	9133	9299	140	90.23	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	9300	9467	148	92.53	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	9468	9636	157	95.38	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	9637	9813	146	90.56	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	9814	9979	135	89.47	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	9980	10150	153	93.71	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	10151	10314	131	87.86	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	10315	10481	158	95.93	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	10482	10671	160	91.24	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	10672	10839	123	84.36	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	10840	11009	137	89.60	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	11010	11180	153	93.71	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	11181	11353	140	88.89	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	11354	11519	126	85.80	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	11520	11693	131	86.19	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	11694	11852	131	87.43	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	11853	12021	146	92.44	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	12022	12195	160	95.45	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	12196	12364	143	90.86	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	12365	12530	137	89.60	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	12531	12720	147	87.31	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	12721	12895	136	87.36	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	12896	13063	143	91.33	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	13064	13232	131	86.59	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	13233	13397	140	90.23	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	13398	13570	148	92.05	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	13571	13739	142	90.80	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	13740	13907	137	89.14	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	13908	14081	140	89.83	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	14082	14253	138	88.76	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	14254	14416	144	92.35	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	14417	14587	140	90.70	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	14588	14770	160	92.55	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	14771	14944	140	89.77	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	14945	15110	148	93.53	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	15111	15278	157	96.45	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	15279	15453	132	86.26	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	15454	15625	154	94.25	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	15626	15798	159	95.43	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	15799	15971	130	86.11	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	15972	16120	121	85.80	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	16121	16294	147	91.06	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	16295	16471	142	89.44	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	16472	16635	144	91.86	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	16636	16824	134	84.18	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	16825	16991	155	95.32	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	16992	17168	144	90.45	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	17169	17336	161	97.63	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	17337	17507	145	90.96	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	17508	17677	130	87.36	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	17678	17849	154	94.77	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	17850	18018	153	94.74	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	18019	18188	151	94.15	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	18189	18360	151	92.66	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	18361	18525	141	90.75	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	18526	18692	141	90.75	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	18693	18868	117	79.70	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	18869	19043	154	93.26	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	19044	19201	123	85.55	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	19202	19360	130	88.24	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	19361	19531	137	88.70	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	19532	19703	150	92.61	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	19704	19875	148	92.53	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	19876	20040	158	96.47	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	20041	20203	154	95.83	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	20204	20367	150	93.60	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	20368	20526	139	91.12	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	20527	20699	128	85.56	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	20700	20879	157	91.53	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	20880	21052	146	91.01	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	21053	21210	118	83.91	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	21211	21381	144	91.86	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	21382	21552	153	94.22	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	21553	21719	144	91.86	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	21720	21895	145	90.50	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	21896	22061	144	91.38	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	22062	22228	132	87.50	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	22229	22401	144	90.45	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	22402	22563	133	88.89	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	22564	22733	138	88.76	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	22734	22919	165	93.65	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	22920	23093	166	97.70	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	23094	23270	148	91.11	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	23271	23434	148	93.53	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	23435	23607	157	95.38	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	23608	23778	141	89.83	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	23779	23948	131	86.59	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	23949	24121	149	92.09	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	24122	24287	131	87.86	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	24288	24460	124	84.07	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	24461	24627	153	94.74	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	24628	24808	146	89.67	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	24809	24992	162	92.63	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	24993	25158	123	84.36	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	25159	25332	144	90.45	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	25333	25491	130	88.24	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	25492	25662	143	90.40	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	25663	25836	142	89.89	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	25837	26006	157	95.38	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	26007	26179	158	95.40	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	26180	26349	148	92.53	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	26350	26523	136	87.78	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	26524	26690	152	94.19	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	26691	26859	152	93.68	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	26860	27039	145	87.56	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	27040	27213	133	86.34	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	27214	27375	119	84.00	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	27376	27543	153	94.74	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	27544	27709	144	91.38	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	27710	27876	142	90.80	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	27877	28045	142	90.80	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	28046	28217	158	95.40	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	28218	28384	141	90.75	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	28385	28554	143	90.40	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	28555	28723	163	97.66	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	28724	28898	155	93.79	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	28899	29076	160	93.01	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	29077	29245	164	97.67	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	29246	29404	133	88.89	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	29405	29576	162	97.09	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	29577	29741	133	88.00	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	29742	29902	131	88.30	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	29903	30072	143	89.94	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	30073	30229	129	87.72	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	30230	30395	146	92.94	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	30396	30563	147	92.00	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	30564	30735	157	95.38	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	30736	30907	146	91.01	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	30908	31102	164	91.84	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	31103	31268	144	90.91	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	31269	31441	132	86.67	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	31442	31610	138	90.12	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	31611	31778	149	93.06	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	31779	31947	144	91.86	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	31948	32120	160	95.98	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	32121	32289	152	94.19	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	32290	32455	153	95.27	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	32456	32625	144	91.38	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	32626	32795	145	91.43	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	32796	32970	138	88.33	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	32971	33154	164	93.62	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	33155	33326	143	89.94	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	33327	33496	149	92.57	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	33497	33663	149	93.06	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	33664	33832	125	84.53	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	33833	34007	137	87.85	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	34008	34170	153	94.74	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	34171	34334	134	88.51	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	34335	34501	159	97.04	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	34502	34669	158	95.93	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	34670	34833	142	91.28	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	34834	35014	126	83.87	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	35015	35202	154	89.69	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	35203	35364	150	93.60	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	35365	35529	142	90.80	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	35530	35704	151	92.66	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	35705	35869	133	88.00	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	35870	36044	153	93.71	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	36045	36216	162	96.55	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	36217	36389	161	96.53	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	36390	36559	150	93.10	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	36560	36726	151	94.15	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	36727	36894	150	93.10	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	36895	37070	148	91.11	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	37071	37248	154	91.40	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	37249	37432	140	88.04	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	37433	37601	138	89.20	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	37602	37766	134	88.07	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	37767	37936	155	94.29	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	37937	38098	138	90.12	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	38099	38270	132	86.67	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	38271	38446	126	84.24	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	38447	38608	141	91.72	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	38609	38777	154	94.25	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	38778	38940	136	89.08	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	38941	39101	137	89.60	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	39102	39293	156	89.80	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	39294	39470	150	92.13	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	39471	39643	150	92.61	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	39644	39810	121	83.80	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	39811	39977	131	87.43	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	39978	40154	149	91.62	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	40155	40327	169	98.84	True
I	chrX-v0_1820230_aligned_93_F_94_47100_0	40328	40500	159	95.43	True
J	chrX-v0_1820230_aligned_93_F_94_47100_0	40501	40667	135	88.14	True
K	chrX-v0_1820230_aligned_93_F_94_47100_0	40668	40837	152	93.68	True
L	chrX-v0_1820230_aligned_93_F_94_47100_0	40838	41006	156	95.35	True
A	chrX-v0_1820230_aligned_93_F_94_47100_0	41007	41180	138	88.76	True
B	chrX-v0_1820230_aligned_93_F_94_47100_0	41181	41366	166	93.68	True
C	chrX-v0_1820230_aligned_93_F_94_47100_0	41367	41538	146	91.01	True
D	chrX-v0_1820230_aligned_93_F_94_47100_0	41539	41700	150	94.12	True
E	chrX-v0_1820230_aligned_93_F_94_47100_0	41701	41866	149	93.57	True
F	chrX-v0_1820230_aligned_93_F_94_47100_0	41867	42037	136	88.64	True
G	chrX-v0_1820230_aligned_93_F_94_47100_0	42038	42209	154	94.25	True
H	chrX-v0_1820230_aligned_93_F_94_47100_0	42210	42370	121	84.18	True
