Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
K	chrX-v0_319830_aligned_655_F_103_40497_29	0	201	62	64.49	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	202	373	129	86.86	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	374	541	144	90.91	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	542	726	166	94.15	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	727	894	145	91.43	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	895	1066	144	90.91	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	1067	1228	132	88.37	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	1229	1408	156	93.33	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	1409	1580	158	95.40	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	1581	1750	146	91.95	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	1751	1915	128	86.36	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	1916	2078	133	88.44	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	2079	2238	143	91.81	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	2239	2408	145	91.91	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	2409	2575	150	93.60	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	2576	2757	166	94.15	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	2758	2928	126	84.62	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	2929	3098	132	87.08	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	3099	3265	154	95.83	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	3266	3437	152	93.18	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	3438	3597	144	92.35	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	3598	3773	141	89.39	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	3774	3937	127	86.29	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	3938	4107	153	94.74	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	4108	4277	153	94.22	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	4278	4432	126	87.06	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	4433	4607	133	87.15	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	4608	4795	158	91.15	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	4796	4969	122	83.89	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	4970	5137	144	91.38	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	5138	5314	138	88.33	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	5315	5487	148	92.05	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	5488	5667	145	89.62	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	5668	5828	133	88.89	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	5829	5994	145	91.91	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	5995	6141	112	83.33	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	6142	6314	145	90.96	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	6315	6484	164	98.24	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	6485	6651	155	95.32	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	6652	6839	174	96.28	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	6840	7006	136	89.08	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	7007	7171	135	89.02	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	7172	7341	155	95.32	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	7342	7510	144	91.38	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	7511	7681	138	89.20	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	7682	7842	133	88.00	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	7843	8008	111	81.71	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	8009	8182	144	90.91	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	8183	8343	111	81.71	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	8344	8510	145	92.40	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	8511	8681	140	89.33	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	8682	8868	164	93.62	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	8869	9038	156	95.35	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	9039	9207	156	95.88	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	9208	9377	131	87.43	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	9378	9556	137	87.85	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	9557	9720	141	90.75	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	9721	9883	140	90.23	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	9884	10051	160	97.06	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	10052	10221	146	91.95	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	10222	10393	130	86.93	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	10394	10566	145	91.43	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	10567	10733	143	91.33	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	10734	10915	146	87.63	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	10916	11073	124	86.05	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	11074	11243	158	96.47	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	11244	11404	139	91.12	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	11405	11575	146	91.48	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	11576	11747	155	94.29	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	11748	11917	137	89.14	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	11918	12081	135	89.02	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	12082	12244	145	92.90	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	12245	12409	143	91.81	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	12410	12577	131	87.43	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	12578	12740	135	89.02	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	12741	12937	153	88.44	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	12938	13108	143	90.86	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	13109	13282	142	89.89	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	13283	13450	133	88.00	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	13451	13623	153	93.71	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	13624	13789	148	92.53	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	13790	13956	130	86.52	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	13957	14126	158	95.93	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	14127	14292	148	93.53	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	14293	14467	155	93.79	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	14468	14637	148	93.02	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	14638	14802	150	93.60	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	14803	14983	160	92.55	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	14984	15157	161	96.00	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	15158	15325	135	88.14	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	15326	15493	143	91.81	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	15494	15659	140	90.23	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	15660	15828	145	91.43	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	15829	15993	129	86.44	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	15994	16166	150	93.10	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	16167	16337	140	90.23	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	16338	16506	159	96.49	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	16507	16674	150	93.60	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	16675	16840	129	86.44	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	16841	17024	143	86.67	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	17025	17196	154	94.25	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	17197	17365	147	92.98	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	17366	17528	139	91.12	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	17529	17691	139	90.17	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	17692	17852	143	91.81	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	17853	18023	154	94.77	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	18024	18194	147	92.00	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	18195	18358	132	88.37	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	18359	18527	161	97.08	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	18528	18700	137	88.70	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	18701	18871	157	95.38	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	18872	19052	158	92.02	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	19053	19223	153	94.22	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	19224	19391	150	93.60	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	19392	19562	150	93.60	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	19563	19717	125	86.55	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	19718	19890	149	92.09	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	19891	20059	132	87.50	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	20060	20221	121	84.57	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	20222	20389	162	98.21	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	20390	20561	166	98.26	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	20562	20727	144	91.86	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	20728	20900	128	85.56	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	20901	21073	133	84.82	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	21074	21239	125	85.31	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	21240	21411	130	86.52	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	21412	21578	150	93.60	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	21579	21744	156	95.35	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	21745	21910	152	94.19	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	21911	22080	139	89.27	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	22081	22247	146	92.44	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	22248	22415	150	94.12	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	22416	22581	145	91.91	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	22582	22748	154	95.29	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	22749	22903	111	82.08	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	22904	23087	150	89.47	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	23088	23257	148	93.02	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	23258	23430	147	91.53	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	23431	23597	158	97.02	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	23598	23766	143	90.86	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	23767	23934	135	88.14	True
H	chrX-v0_319830_aligned_655_F_103_40497_29	23935	24096	129	87.28	True
I	chrX-v0_319830_aligned_655_F_103_40497_29	24097	24271	155	93.79	True
J	chrX-v0_319830_aligned_655_F_103_40497_29	24272	24439	154	95.29	True
K	chrX-v0_319830_aligned_655_F_103_40497_29	24440	24608	137	88.70	True
L	chrX-v0_319830_aligned_655_F_103_40497_29	24609	24771	145	92.90	True
A	chrX-v0_319830_aligned_655_F_103_40497_29	24772	24944	153	94.22	True
B	chrX-v0_319830_aligned_655_F_103_40497_29	24945	25132	164	93.16	True
C	chrX-v0_319830_aligned_655_F_103_40497_29	25133	25297	112	81.46	True
D	chrX-v0_319830_aligned_655_F_103_40497_29	25298	25466	136	88.64	True
E	chrX-v0_319830_aligned_655_F_103_40497_29	25467	25627	132	88.37	True
F	chrX-v0_319830_aligned_655_F_103_40497_29	25628	25793	131	87.01	True
G	chrX-v0_319830_aligned_655_F_103_40497_29	25794	25960	126	85.00	True
