Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
E_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	0	197	122	80.50	True
D_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	198	364	152	93.68	True
C_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	365	536	155	94.29	True
B_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	537	722	161	92.59	True
A_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	723	892	159	95.95	True
L_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	893	1064	155	94.80	True
K_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	1065	1241	145	90.06	True
J_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	1242	1405	149	93.57	True
I_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	1406	1575	153	94.22	True
H_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	1576	1742	141	89.83	True
G_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	1743	1900	127	87.13	True
F_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	1901	2065	125	85.31	True
E_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	2066	2238	154	94.25	True
D_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	2239	2409	133	86.74	True
C_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	2410	2581	136	87.78	True
B_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	2582	2767	161	92.15	True
A_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	2768	2944	144	90.00	True
L_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	2945	3109	146	92.94	True
K_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	3110	3281	148	92.53	True
J_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	3282	3454	152	93.68	True
I_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	3455	3625	146	91.48	True
H_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	3626	3798	169	98.84	True
G_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	3799	3970	132	87.08	True
F_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	3971	4140	139	89.71	True
E_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	4141	4309	152	94.71	True
D_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	4310	4479	130	86.52	True
C_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	4480	4636	133	88.44	True
B_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	4637	4823	167	93.72	True
A_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	4824	4992	137	88.70	True
L_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	4993	5156	146	92.44	True
K_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	5157	5327	152	93.68	True
J_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	5328	5495	149	93.06	True
I_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	5496	5661	132	87.08	True
H_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	5662	5823	138	90.12	True
G_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	5824	5985	133	88.00	True
F_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	5986	6157	151	93.64	True
E_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	6158	6323	137	89.60	True
D_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	6324	6494	158	95.93	True
C_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	6495	6659	110	80.90	True
B_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	6660	6838	151	89.95	True
A_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	6839	7012	153	93.71	True
L_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	7013	7189	138	87.91	True
K_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	7190	7360	149	92.09	True
J_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	7361	7526	154	95.29	True
I_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	7527	7682	120	84.88	True
H_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	7683	7854	141	89.39	True
G_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	7855	8014	125	85.71	True
F_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	8015	8182	125	85.31	True
E_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	8183	8354	147	92.00	True
D_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	8355	8524	161	97.08	True
C_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	8525	8698	161	96.00	True
B_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	8699	8878	158	92.47	True
A_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	8879	9039	119	84.00	True
L_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	9040	9207	157	95.91	True
K_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	9208	9376	152	93.68	True
J_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	9377	9543	136	89.08	True
I_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	9544	9711	147	92.49	True
H_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	9712	9873	139	90.17	True
G_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	9874	10052	122	82.80	True
F_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	10053	10227	152	92.70	True
E_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	10228	10395	146	92.44	True
D_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	10396	10560	154	95.29	True
C_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	10561	10732	152	93.68	True
B_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	10733	10919	157	91.10	True
A_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	10920	11076	129	87.28	True
L_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	11077	11241	147	92.98	True
K_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	11242	11398	126	86.21	True
J_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	11399	11575	131	86.19	True
I_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	11576	11743	146	91.95	True
H_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	11744	11915	147	91.06	True
G_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	11916	12080	127	85.88	True
F_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	12081	12248	153	94.22	True
E_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	12249	12416	142	90.80	True
D_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	12417	12585	139	89.27	True
C_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	12586	12749	141	90.75	True
B_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	12750	12932	144	87.50	True
A_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	12933	13105	155	94.80	True
L_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	13106	13276	134	87.64	True
K_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	13277	13437	147	92.98	True
J_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	13438	13608	145	91.91	True
I_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	13609	13772	139	90.17	True
H_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	13773	13950	157	93.85	True
G_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	13951	14112	128	86.78	True
F_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	14113	14279	123	84.36	True
E_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	14280	14442	133	88.89	True
D_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	14443	14607	149	93.06	True
C_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	14608	14774	137	88.70	True
B_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	14775	14956	145	87.96	True
A_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	14957	15124	148	93.02	True
L_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	15125	15291	144	91.86	True
K_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	15292	15459	151	93.64	True
J_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	15460	15621	146	92.94	True
I_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	15622	15778	128	87.65	True
H_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	15779	15944	148	93.02	True
G_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	15945	16101	130	87.79	True
F_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	16102	16268	146	91.95	True
E_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	16269	16431	135	89.47	True
D_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	16432	16588	116	83.72	True
C_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	16589	16759	150	93.10	True
B_rc	chrX-v0_2100435_aligned_144_R_2_22107_137	16760	16934	139	86.77	True
