Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
H	chrX-v0_1199519_aligned_629_F_4_34447_95	0	204	100	73.58	True
I	chrX-v0_1199519_aligned_629_F_4_34447_95	205	370	157	95.91	True
J	chrX-v0_1199519_aligned_629_F_4_34447_95	371	542	137	88.70	True
K	chrX-v0_1199519_aligned_629_F_4_34447_95	543	713	131	86.19	True
L	chrX-v0_1199519_aligned_629_F_4_34447_95	714	872	124	85.23	True
A	chrX-v0_1199519_aligned_629_F_4_34447_95	873	1033	141	91.23	True
B	chrX-v0_1199519_aligned_629_F_4_34447_95	1034	1213	164	94.09	True
C	chrX-v0_1199519_aligned_629_F_4_34447_95	1214	1383	141	90.29	True
D	chrX-v0_1199519_aligned_629_F_4_34447_95	1384	1555	158	95.93	True
E	chrX-v0_1199519_aligned_629_F_4_34447_95	1556	1719	137	89.60	True
F	chrX-v0_1199519_aligned_629_F_4_34447_95	1720	1894	143	89.50	True
G	chrX-v0_1199519_aligned_629_F_4_34447_95	1895	2064	123	84.36	True
H	chrX-v0_1199519_aligned_629_F_4_34447_95	2065	2243	153	92.74	True
I	chrX-v0_1199519_aligned_629_F_4_34447_95	2244	2406	149	93.57	True
J	chrX-v0_1199519_aligned_629_F_4_34447_95	2407	2574	145	91.91	True
K	chrX-v0_1199519_aligned_629_F_4_34447_95	2575	2735	134	88.51	True
L	chrX-v0_1199519_aligned_629_F_4_34447_95	2736	2896	123	84.75	True
A	chrX-v0_1199519_aligned_629_F_4_34447_95	2897	3067	159	95.95	True
B	chrX-v0_1199519_aligned_629_F_4_34447_95	3068	3260	164	92.27	True
C	chrX-v0_1199519_aligned_629_F_4_34447_95	3261	3427	142	91.28	True
D	chrX-v0_1199519_aligned_629_F_4_34447_95	3428	3595	146	92.44	True
E	chrX-v0_1199519_aligned_629_F_4_34447_95	3596	3748	122	85.88	True
F	chrX-v0_1199519_aligned_629_F_4_34447_95	3749	3915	137	89.14	True
G	chrX-v0_1199519_aligned_629_F_4_34447_95	3916	4083	151	94.15	True
H	chrX-v0_1199519_aligned_629_F_4_34447_95	4084	4267	142	88.17	True
I	chrX-v0_1199519_aligned_629_F_4_34447_95	4268	4440	143	90.40	True
J	chrX-v0_1199519_aligned_629_F_4_34447_95	4441	4604	141	91.23	True
F	chrX-v0_1199519_aligned_629_F_4_34447_95	4605	4766	123	85.55	True
G	chrX-v0_1199519_aligned_629_F_4_34447_95	4767	4936	134	88.07	True
H	chrX-v0_1199519_aligned_629_F_4_34447_95	4937	5109	154	94.25	True
I	chrX-v0_1199519_aligned_629_F_4_34447_95	5110	5287	150	91.67	True
J	chrX-v0_1199519_aligned_629_F_4_34447_95	5288	5447	123	85.96	True
K	chrX-v0_1199519_aligned_629_F_4_34447_95	5448	5618	143	90.40	True
L	chrX-v0_1199519_aligned_629_F_4_34447_95	5619	5783	146	92.44	True
A	chrX-v0_1199519_aligned_629_F_4_34447_95	5784	5951	157	95.38	True
B	chrX-v0_1199519_aligned_629_F_4_34447_95	5952	6134	148	88.95	True
C	chrX-v0_1199519_aligned_629_F_4_34447_95	6135	6310	145	90.50	True
D	chrX-v0_1199519_aligned_629_F_4_34447_95	6311	6475	146	92.94	True
E	chrX-v0_1199519_aligned_629_F_4_34447_95	6476	6643	160	97.06	True
F	chrX-v0_1199519_aligned_629_F_4_34447_95	6644	6809	144	91.86	True
G	chrX-v0_1199519_aligned_629_F_4_34447_95	6810	6969	135	89.47	True
H	chrX-v0_1199519_aligned_629_F_4_34447_95	6970	7128	139	90.64	True
I	chrX-v0_1199519_aligned_629_F_4_34447_95	7129	7296	153	94.74	True
J	chrX-v0_1199519_aligned_629_F_4_34447_95	7297	7468	149	93.06	True
K	chrX-v0_1199519_aligned_629_F_4_34447_95	7469	7630	120	84.09	True
L	chrX-v0_1199519_aligned_629_F_4_34447_95	7631	7801	124	84.44	True
A	chrX-v0_1199519_aligned_629_F_4_34447_95	7802	7970	150	93.60	True
B	chrX-v0_1199519_aligned_629_F_4_34447_95	7971	8155	146	87.63	True
C	chrX-v0_1199519_aligned_629_F_4_34447_95	8156	8325	141	89.39	True
D	chrX-v0_1199519_aligned_629_F_4_34447_95	8326	8498	144	90.45	True
E	chrX-v0_1199519_aligned_629_F_4_34447_95	8499	8666	156	95.88	True
F	chrX-v0_1199519_aligned_629_F_4_34447_95	8667	8840	157	94.86	True
G	chrX-v0_1199519_aligned_629_F_4_34447_95	8841	9009	125	85.71	True
H	chrX-v0_1199519_aligned_629_F_4_34447_95	9010	9180	154	94.25	True
I	chrX-v0_1199519_aligned_629_F_4_34447_95	9181	9349	144	90.91	True
J	chrX-v0_1199519_aligned_629_F_4_34447_95	9350	9515	133	88.95	True
K	chrX-v0_1199519_aligned_629_F_4_34447_95	9516	9679	142	90.80	True
L	chrX-v0_1199519_aligned_629_F_4_34447_95	9680	9855	148	91.57	True
A	chrX-v0_1199519_aligned_629_F_4_34447_95	9856	10024	148	92.53	True
B	chrX-v0_1199519_aligned_629_F_4_34447_95	10025	10208	137	84.77	True
C	chrX-v0_1199519_aligned_629_F_4_34447_95	10209	10386	150	92.13	True
D	chrX-v0_1199519_aligned_629_F_4_34447_95	10387	10561	157	94.86	True
E	chrX-v0_1199519_aligned_629_F_4_34447_95	10562	10728	131	87.01	True
F	chrX-v0_1199519_aligned_629_F_4_34447_95	10729	10903	149	92.09	True
G	chrX-v0_1199519_aligned_629_F_4_34447_95	10904	11071	142	90.80	True
H	chrX-v0_1199519_aligned_629_F_4_34447_95	11072	11248	151	91.71	True
I	chrX-v0_1199519_aligned_629_F_4_34447_95	11249	11418	137	88.27	True
J	chrX-v0_1199519_aligned_629_F_4_34447_95	11419	11589	134	88.51	True
K	chrX-v0_1199519_aligned_629_F_4_34447_95	11590	11763	163	96.57	True
L	chrX-v0_1199519_aligned_629_F_4_34447_95	11764	11929	134	88.95	True
A	chrX-v0_1199519_aligned_629_F_4_34447_95	11930	12093	140	90.70	True
B	chrX-v0_1199519_aligned_629_F_4_34447_95	12094	12277	178	97.85	True
C	chrX-v0_1199519_aligned_629_F_4_34447_95	12278	12444	135	89.02	True
D	chrX-v0_1199519_aligned_629_F_4_34447_95	12445	12609	115	82.49	True
E	chrX-v0_1199519_aligned_629_F_4_34447_95	12610	12773	126	86.63	True
F	chrX-v0_1199519_aligned_629_F_4_34447_95	12774	12940	129	86.03	True
G	chrX-v0_1199519_aligned_629_F_4_34447_95	12941	13109	142	90.80	True
H	chrX-v0_1199519_aligned_629_F_4_34447_95	13110	13282	157	94.86	True
I	chrX-v0_1199519_aligned_629_F_4_34447_95	13283	13449	155	95.32	True
J	chrX-v0_1199519_aligned_629_F_4_34447_95	13450	13615	135	89.02	True
K	chrX-v0_1199519_aligned_629_F_4_34447_95	13616	13771	120	84.88	True
L	chrX-v0_1199519_aligned_629_F_4_34447_95	13772	13942	127	85.88	True
A	chrX-v0_1199519_aligned_629_F_4_34447_95	13943	14123	142	88.59	True
B	chrX-v0_1199519_aligned_629_F_4_34447_95	14124	14301	158	92.02	True
C	chrX-v0_1199519_aligned_629_F_4_34447_95	14302	14462	131	87.86	True
D	chrX-v0_1199519_aligned_629_F_4_34447_95	14463	14635	149	92.09	True
E	chrX-v0_1199519_aligned_629_F_4_34447_95	14636	14800	152	94.71	True
F	chrX-v0_1199519_aligned_629_F_4_34447_95	14801	14968	161	97.08	True
G	chrX-v0_1199519_aligned_629_F_4_34447_95	14969	15136	147	92.49	True
H	chrX-v0_1199519_aligned_629_F_4_34447_95	15137	15304	156	94.83	True
I	chrX-v0_1199519_aligned_629_F_4_34447_95	15305	15487	146	89.67	True
J	chrX-v0_1199519_aligned_629_F_4_34447_95	15488	15646	121	84.97	True
K	chrX-v0_1199519_aligned_629_F_4_34447_95	15647	15812	141	90.29	True
L	chrX-v0_1199519_aligned_629_F_4_34447_95	15813	15980	158	96.47	True
