Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
A	chrX-v0_281113_aligned_518_F_94_19351_4	0	167	69	68.85	True
B	chrX-v0_281113_aligned_518_F_94_19351_4	168	352	163	93.12	True
C	chrX-v0_281113_aligned_518_F_94_19351_4	353	518	125	85.31	True
D	chrX-v0_281113_aligned_518_F_94_19351_4	519	682	140	91.18	True
E	chrX-v0_281113_aligned_518_F_94_19351_4	683	852	155	94.80	True
F	chrX-v0_281113_aligned_518_F_94_19351_4	853	1021	133	88.00	True
G	chrX-v0_281113_aligned_518_F_94_19351_4	1022	1196	152	92.70	True
H	chrX-v0_281113_aligned_518_F_94_19351_4	1197	1362	128	85.96	True
I	chrX-v0_281113_aligned_518_F_94_19351_4	1363	1533	140	89.33	True
J	chrX-v0_281113_aligned_518_F_94_19351_4	1534	1697	148	93.53	True
K	chrX-v0_281113_aligned_518_F_94_19351_4	1698	1855	105	80.00	True
L	chrX-v0_281113_aligned_518_F_94_19351_4	1856	2023	130	86.93	True
A	chrX-v0_281113_aligned_518_F_94_19351_4	2024	2186	142	91.28	True
B	chrX-v0_281113_aligned_518_F_94_19351_4	2187	2360	135	85.34	True
C	chrX-v0_281113_aligned_518_F_94_19351_4	2361	2526	136	89.08	True
D	chrX-v0_281113_aligned_518_F_94_19351_4	2527	2697	130	86.93	True
E	chrX-v0_281113_aligned_518_F_94_19351_4	2698	2869	156	94.83	True
F	chrX-v0_281113_aligned_518_F_94_19351_4	2870	3040	142	89.89	True
G	chrX-v0_281113_aligned_518_F_94_19351_4	3041	3210	135	88.14	True
H	chrX-v0_281113_aligned_518_F_94_19351_4	3211	3386	146	91.01	True
I	chrX-v0_281113_aligned_518_F_94_19351_4	3387	3552	134	88.51	True
J	chrX-v0_281113_aligned_518_F_94_19351_4	3553	3717	143	91.81	True
K	chrX-v0_281113_aligned_518_F_94_19351_4	3718	3880	138	89.66	True
L	chrX-v0_281113_aligned_518_F_94_19351_4	3881	4052	158	95.93	True
A	chrX-v0_281113_aligned_518_F_94_19351_4	4053	4224	135	88.14	True
B	chrX-v0_281113_aligned_518_F_94_19351_4	4225	4406	157	91.98	True
C	chrX-v0_281113_aligned_518_F_94_19351_4	4407	4579	150	93.10	True
D	chrX-v0_281113_aligned_518_F_94_19351_4	4580	4751	153	94.22	True
E	chrX-v0_281113_aligned_518_F_94_19351_4	4752	4922	135	87.71	True
F	chrX-v0_281113_aligned_518_F_94_19351_4	4923	5087	141	90.80	True
G	chrX-v0_281113_aligned_518_F_94_19351_4	5088	5259	133	87.15	True
H	chrX-v0_281113_aligned_518_F_94_19351_4	5260	5426	136	89.08	True
I	chrX-v0_281113_aligned_518_F_94_19351_4	5427	5594	144	91.86	True
J	chrX-v0_281113_aligned_518_F_94_19351_4	5595	5761	113	82.29	True
K	chrX-v0_281113_aligned_518_F_94_19351_4	5762	5925	142	91.28	True
L	chrX-v0_281113_aligned_518_F_94_19351_4	5926	6090	139	90.64	True
A	chrX-v0_281113_aligned_518_F_94_19351_4	6091	6257	150	93.10	True
B	chrX-v0_281113_aligned_518_F_94_19351_4	6258	6441	154	90.53	True
C	chrX-v0_281113_aligned_518_F_94_19351_4	6442	6619	132	85.87	True
D	chrX-v0_281113_aligned_518_F_94_19351_4	6620	6792	127	85.88	True
E	chrX-v0_281113_aligned_518_F_94_19351_4	6793	6957	151	94.67	True
F	chrX-v0_281113_aligned_518_F_94_19351_4	6958	7134	130	85.33	True
G	chrX-v0_281113_aligned_518_F_94_19351_4	7135	7301	140	90.70	True
H	chrX-v0_281113_aligned_518_F_94_19351_4	7302	7472	127	85.47	True
I	chrX-v0_281113_aligned_518_F_94_19351_4	7473	7635	129	86.86	True
J	chrX-v0_281113_aligned_518_F_94_19351_4	7636	7798	125	86.13	True
K	chrX-v0_281113_aligned_518_F_94_19351_4	7799	7961	143	91.33	True
L	chrX-v0_281113_aligned_518_F_94_19351_4	7962	8140	136	87.78	True
A	chrX-v0_281113_aligned_518_F_94_19351_4	8141	8312	145	91.43	True
B	chrX-v0_281113_aligned_518_F_94_19351_4	8313	8498	171	95.72	True
C	chrX-v0_281113_aligned_518_F_94_19351_4	8499	8662	133	88.00	True
D	chrX-v0_281113_aligned_518_F_94_19351_4	8663	8838	125	84.53	True
E	chrX-v0_281113_aligned_518_F_94_19351_4	8839	9002	132	88.37	True
F	chrX-v0_281113_aligned_518_F_94_19351_4	9003	9165	133	88.44	True
G	chrX-v0_281113_aligned_518_F_94_19351_4	9166	9335	148	92.53	True
H	chrX-v0_281113_aligned_518_F_94_19351_4	9336	9508	142	89.89	True
I	chrX-v0_281113_aligned_518_F_94_19351_4	9509	9674	144	91.86	True
J	chrX-v0_281113_aligned_518_F_94_19351_4	9675	9835	126	86.63	True
K	chrX-v0_281113_aligned_518_F_94_19351_4	9836	9998	125	85.71	True
L	chrX-v0_281113_aligned_518_F_94_19351_4	9999	10156	138	90.59	True
A	chrX-v0_281113_aligned_518_F_94_19351_4	10157	10329	163	97.11	True
B	chrX-v0_281113_aligned_518_F_94_19351_4	10330	10519	154	89.69	True
C	chrX-v0_281113_aligned_518_F_94_19351_4	10520	10687	151	93.64	True
