Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
K_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	0	67	-39	38.46	True
A_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	68	238	135	88.14	True
L_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	239	398	151	94.67	True
K_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	399	570	143	89.94	True
J_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	571	731	130	87.79	True
I_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	732	899	128	86.78	True
H_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	900	1067	163	97.66	True
G_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	1068	1233	125	85.31	True
F_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	1234	1402	151	93.64	True
E_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	1403	1576	145	90.50	True
D_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	1577	1745	164	98.24	True
C_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	1746	1923	153	92.27	True
B_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	1924	2109	157	90.67	True
A_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	2110	2277	146	91.95	True
L_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	2278	2445	129	86.44	True
K_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	2446	2613	146	91.95	True
J_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	2614	2773	127	86.71	True
I_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	2774	2945	145	91.43	True
H_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	2946	3114	161	97.08	True
G_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	3115	3284	165	98.25	True
F_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	3285	3457	141	89.83	True
E_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	3458	3629	125	85.31	True
D_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	3630	3791	139	90.64	True
C_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	3792	3968	150	92.13	True
B_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	3969	4149	141	86.53	True
A_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	4150	4317	145	91.91	True
L_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	4318	4478	145	92.90	True
K_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	4479	4647	139	89.27	True
J_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	4648	4807	130	87.79	True
I_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	4808	4977	150	93.14	True
H_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	4978	5150	145	90.96	True
G_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	5151	5317	142	90.80	True
F_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	5318	5482	134	88.07	True
E_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	5483	5646	147	93.49	True
D_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	5647	5816	162	97.09	True
C_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	5817	5987	146	91.01	True
B_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	5988	6172	156	91.05	True
A_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	6173	6341	143	91.33	True
L_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	6342	6506	147	92.98	True
K_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	6507	6684	160	94.94	True
J_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	6685	6852	156	95.88	True
I_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	6853	7018	147	92.98	True
H_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	7019	7189	155	94.80	True
G_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	7190	7359	149	93.06	True
F_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	7360	7525	142	91.28	True
E_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	7526	7688	134	89.41	True
D_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	7689	7852	156	95.88	True
C_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	7853	8018	139	90.17	True
B_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	8019	8203	151	89.12	True
A_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	8204	8368	130	86.93	True
L_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	8369	8534	146	93.02	True
K_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	8535	8699	146	92.44	True
J_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	8700	8867	142	90.80	True
I_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	8868	9031	152	94.19	True
H_rc	chrX-v0_1183387_aligned_230_R_0_94219_0	9032	9204	148	91.57	True
