Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
H_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	0	87	1	50.89	True
G_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	88	257	146	91.48	True
F_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	258	431	141	88.95	True
E_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	432	594	156	96.43	True
D_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	595	764	145	91.91	True
C_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	765	933	137	88.27	True
B_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	934	1119	116	79.00	True
A_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	1120	1293	158	94.89	True
L_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	1294	1456	149	94.08	True
K_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	1457	1625	138	89.20	True
J_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	1626	1792	145	91.91	True
I_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	1793	1957	142	91.28	True
H_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	1958	2118	109	80.79	True
G_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	2119	2284	160	97.06	True
F_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	2285	2461	130	85.33	True
E_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	2462	2627	148	93.53	True
D_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	2628	2789	136	89.53	True
C_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	2790	2953	132	87.93	True
B_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	2954	3140	169	94.24	True
A_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	3141	3317	148	91.11	True
L_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	3318	3484	145	91.91	True
K_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	3485	3656	135	88.14	True
J_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	3657	3827	157	95.38	True
I_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	3828	3997	153	93.71	True
H_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	3998	4171	142	89.89	True
G_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	4172	4338	145	91.43	True
F_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	4339	4509	135	88.14	True
E_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	4510	4663	114	83.14	True
D_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	4664	4836	150	92.61	True
C_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	4837	5000	133	88.00	True
B_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	5001	5190	149	88.60	True
A_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	5191	5358	140	89.77	True
L_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	5359	5527	156	95.35	True
K_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	5528	5694	146	91.95	True
J_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	5695	5861	118	83.52	True
I_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	5862	6027	126	85.80	True
H_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	6028	6195	132	87.50	True
G_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	6196	6363	141	90.75	True
F_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	6364	6535	159	95.43	True
E_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	6536	6698	152	95.24	True
D_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	6699	6879	123	82.89	True
C_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	6880	7046	150	93.10	True
B_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	7047	7230	169	95.19	True
A_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	7231	7392	128	86.36	True
L_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	7393	7561	134	87.64	True
K_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	7562	7730	154	94.25	True
J_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	7731	7900	146	91.95	True
I_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	7901	8068	162	97.65	True
H_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	8069	8230	123	85.14	True
G_rc	chrX-v0_2114004_aligned_559_R_22_93093_2	8231	8405	142	89.89	True
