Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
L_rc	chrX-v0_964874_aligned_433_R_0_11167_0	0	93	-3	49.14	True
K_rc	chrX-v0_964874_aligned_433_R_0_11167_0	94	260	120	83.71	True
J_rc	chrX-v0_964874_aligned_433_R_0_11167_0	261	423	142	91.76	True
I_rc	chrX-v0_964874_aligned_433_R_0_11167_0	424	592	138	89.66	True
H_rc	chrX-v0_964874_aligned_433_R_0_11167_0	593	756	123	84.75	True
G_rc	chrX-v0_964874_aligned_433_R_0_11167_0	757	914	141	91.23	True
F_rc	chrX-v0_964874_aligned_433_R_0_11167_0	915	1083	134	87.64	True
E_rc	chrX-v0_964874_aligned_433_R_0_11167_0	1084	1253	131	87.86	True
D_rc	chrX-v0_964874_aligned_433_R_0_11167_0	1254	1429	125	84.15	True
C_rc	chrX-v0_964874_aligned_433_R_0_11167_0	1430	1602	150	93.10	True
B_rc	chrX-v0_964874_aligned_433_R_0_11167_0	1603	1776	145	88.77	True
A_rc	chrX-v0_964874_aligned_433_R_0_11167_0	1777	1950	159	95.43	True
L_rc	chrX-v0_964874_aligned_433_R_0_11167_0	1951	2117	136	88.64	True
K_rc	chrX-v0_964874_aligned_433_R_0_11167_0	2118	2295	135	86.89	True
J_rc	chrX-v0_964874_aligned_433_R_0_11167_0	2296	2466	145	91.91	True
I_rc	chrX-v0_964874_aligned_433_R_0_11167_0	2467	2627	130	87.36	True
H_rc	chrX-v0_964874_aligned_433_R_0_11167_0	2628	2794	149	93.57	True
G_rc	chrX-v0_964874_aligned_433_R_0_11167_0	2795	2960	138	89.66	True
F_rc	chrX-v0_964874_aligned_433_R_0_11167_0	2961	3139	153	92.74	True
E_rc	chrX-v0_964874_aligned_433_R_0_11167_0	3140	3297	104	79.89	True
D_rc	chrX-v0_964874_aligned_433_R_0_11167_0	3298	3463	132	87.50	True
C_rc	chrX-v0_964874_aligned_433_R_0_11167_0	3464	3633	132	87.50	True
B_rc	chrX-v0_964874_aligned_433_R_0_11167_0	3634	3814	148	88.95	True
A_rc	chrX-v0_964874_aligned_433_R_0_11167_0	3815	3981	149	93.57	True
L_rc	chrX-v0_964874_aligned_433_R_0_11167_0	3982	4153	155	94.80	True
K_rc	chrX-v0_964874_aligned_433_R_0_11167_0	4154	4325	143	90.40	True
J_rc	chrX-v0_964874_aligned_433_R_0_11167_0	4326	4492	142	91.28	True
I_rc	chrX-v0_964874_aligned_433_R_0_11167_0	4493	4659	137	89.14	True
H_rc	chrX-v0_964874_aligned_433_R_0_11167_0	4660	4829	128	85.56	True
G_rc	chrX-v0_964874_aligned_433_R_0_11167_0	4830	4994	145	92.40	True
F_rc	chrX-v0_964874_aligned_433_R_0_11167_0	4995	5166	145	90.96	True
E_rc	chrX-v0_964874_aligned_433_R_0_11167_0	5167	5332	121	84.18	True
D_rc	chrX-v0_964874_aligned_433_R_0_11167_0	5333	5501	137	88.70	True
C_rc	chrX-v0_964874_aligned_433_R_0_11167_0	5502	5667	140	90.23	True
B_rc	chrX-v0_964874_aligned_433_R_0_11167_0	5668	5855	172	95.74	True
A_rc	chrX-v0_964874_aligned_433_R_0_11167_0	5856	6024	131	87.43	True
L_rc	chrX-v0_964874_aligned_433_R_0_11167_0	6025	6188	132	88.37	True
K_rc	chrX-v0_964874_aligned_433_R_0_11167_0	6189	6352	128	86.36	True
J_rc	chrX-v0_964874_aligned_433_R_0_11167_0	6353	6518	132	87.93	True
I_rc	chrX-v0_964874_aligned_433_R_0_11167_0	6519	6695	105	77.78	True
H_rc	chrX-v0_964874_aligned_433_R_0_11167_0	6696	6870	144	90.45	True
G_rc	chrX-v0_964874_aligned_433_R_0_11167_0	6871	7046	149	91.62	True
F_rc	chrX-v0_964874_aligned_433_R_0_11167_0	7047	7210	130	87.36	True
