Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
D	chrX-v0_1549605_aligned_357_F_78_25407_4	0	158	73	70.39	True
E	chrX-v0_1549605_aligned_357_F_78_25407_4	159	321	139	90.17	True
F	chrX-v0_1549605_aligned_357_F_78_25407_4	322	487	139	90.17	True
G	chrX-v0_1549605_aligned_357_F_78_25407_4	488	658	148	93.02	True
H	chrX-v0_1549605_aligned_357_F_78_25407_4	659	837	135	86.49	True
I	chrX-v0_1549605_aligned_357_F_78_25407_4	838	1003	144	91.38	True
J	chrX-v0_1549605_aligned_357_F_78_25407_4	1004	1169	156	95.88	True
K	chrX-v0_1549605_aligned_357_F_78_25407_4	1170	1339	141	90.29	True
L	chrX-v0_1549605_aligned_357_F_78_25407_4	1340	1505	137	89.60	True
A	chrX-v0_1549605_aligned_357_F_78_25407_4	1506	1675	163	97.66	True
B	chrX-v0_1549605_aligned_357_F_78_25407_4	1676	1855	141	87.30	True
C	chrX-v0_1549605_aligned_357_F_78_25407_4	1856	2035	134	85.64	True
D	chrX-v0_1549605_aligned_357_F_78_25407_4	2036	2203	120	83.33	True
E	chrX-v0_1549605_aligned_357_F_78_25407_4	2204	2371	160	97.06	True
F	chrX-v0_1549605_aligned_357_F_78_25407_4	2372	2542	145	91.91	True
G	chrX-v0_1549605_aligned_357_F_78_25407_4	2543	2713	115	81.77	True
H	chrX-v0_1549605_aligned_357_F_78_25407_4	2714	2890	155	93.30	True
I	chrX-v0_1549605_aligned_357_F_78_25407_4	2891	3057	160	97.06	True
J	chrX-v0_1549605_aligned_357_F_78_25407_4	3058	3221	151	94.67	True
K	chrX-v0_1549605_aligned_357_F_78_25407_4	3222	3386	148	93.02	True
L	chrX-v0_1549605_aligned_357_F_78_25407_4	3387	3552	143	91.33	True
A	chrX-v0_1549605_aligned_357_F_78_25407_4	3553	3723	132	86.26	True
B	chrX-v0_1549605_aligned_357_F_78_25407_4	3724	3903	146	88.42	True
C	chrX-v0_1549605_aligned_357_F_78_25407_4	3904	4063	126	86.21	True
D	chrX-v0_1549605_aligned_357_F_78_25407_4	4064	4229	136	89.08	True
E	chrX-v0_1549605_aligned_357_F_78_25407_4	4230	4388	131	88.30	True
F	chrX-v0_1549605_aligned_357_F_78_25407_4	4389	4551	117	82.68	True
G	chrX-v0_1549605_aligned_357_F_78_25407_4	4552	4718	151	94.15	True
H	chrX-v0_1549605_aligned_357_F_78_25407_4	4719	4880	139	90.17	True
I	chrX-v0_1549605_aligned_357_F_78_25407_4	4881	5055	148	92.05	True
J	chrX-v0_1549605_aligned_357_F_78_25407_4	5056	5213	141	91.72	True
K	chrX-v0_1549605_aligned_357_F_78_25407_4	5214	5381	116	82.22	True
L	chrX-v0_1549605_aligned_357_F_78_25407_4	5382	5546	144	91.86	True
A	chrX-v0_1549605_aligned_357_F_78_25407_4	5547	5712	139	90.17	True
B	chrX-v0_1549605_aligned_357_F_78_25407_4	5713	5899	158	91.15	True
C	chrX-v0_1549605_aligned_357_F_78_25407_4	5900	6058	116	82.58	True
D	chrX-v0_1549605_aligned_357_F_78_25407_4	6059	6230	123	83.98	True
E	chrX-v0_1549605_aligned_357_F_78_25407_4	6231	6388	142	92.26	True
F	chrX-v0_1549605_aligned_357_F_78_25407_4	6389	6552	148	93.02	True
G	chrX-v0_1549605_aligned_357_F_78_25407_4	6553	6723	159	95.95	True
H	chrX-v0_1549605_aligned_357_F_78_25407_4	6724	6895	122	83.89	True
I	chrX-v0_1549605_aligned_357_F_78_25407_4	6896	7066	149	92.09	True
J	chrX-v0_1549605_aligned_357_F_78_25407_4	7067	7237	158	95.93	True
K	chrX-v0_1549605_aligned_357_F_78_25407_4	7238	7402	121	84.27	True
L	chrX-v0_1549605_aligned_357_F_78_25407_4	7403	7565	127	86.29	True
A	chrX-v0_1549605_aligned_357_F_78_25407_4	7566	7720	124	85.63	True
B	chrX-v0_1549605_aligned_357_F_78_25407_4	7721	7907	173	95.77	True
C	chrX-v0_1549605_aligned_357_F_78_25407_4	7908	8071	147	92.49	True
D	chrX-v0_1549605_aligned_357_F_78_25407_4	8072	8237	147	92.49	True
E	chrX-v0_1549605_aligned_357_F_78_25407_4	8238	8397	142	91.76	True
F	chrX-v0_1549605_aligned_357_F_78_25407_4	8398	8571	140	88.89	True
G	chrX-v0_1549605_aligned_357_F_78_25407_4	8572	8728	108	81.03	True
H	chrX-v0_1549605_aligned_357_F_78_25407_4	8729	8908	148	90.66	True
I	chrX-v0_1549605_aligned_357_F_78_25407_4	8909	9078	131	87.43	True
J	chrX-v0_1549605_aligned_357_F_78_25407_4	9079	9244	160	97.62	True
K	chrX-v0_1549605_aligned_357_F_78_25407_4	9245	9414	136	88.64	True
L	chrX-v0_1549605_aligned_357_F_78_25407_4	9415	9581	165	98.82	True
A	chrX-v0_1549605_aligned_357_F_78_25407_4	9582	9744	127	86.71	True
B	chrX-v0_1549605_aligned_357_F_78_25407_4	9745	9932	161	92.15	True
C	chrX-v0_1549605_aligned_357_F_78_25407_4	9933	10104	156	94.32	True
D	chrX-v0_1549605_aligned_357_F_78_25407_4	10105	10278	154	93.75	True
E	chrX-v0_1549605_aligned_357_F_78_25407_4	10279	10441	134	88.95	True
F	chrX-v0_1549605_aligned_357_F_78_25407_4	10442	10606	141	90.29	True
G	chrX-v0_1549605_aligned_357_F_78_25407_4	10607	10774	131	86.59	True
H	chrX-v0_1549605_aligned_357_F_78_25407_4	10775	10949	138	88.33	True
I	chrX-v0_1549605_aligned_357_F_78_25407_4	10950	11123	141	89.39	True
J	chrX-v0_1549605_aligned_357_F_78_25407_4	11124	11294	135	87.71	True
K	chrX-v0_1549605_aligned_357_F_78_25407_4	11295	11473	136	86.56	True
L	chrX-v0_1549605_aligned_357_F_78_25407_4	11474	11644	144	91.38	True
A	chrX-v0_1549605_aligned_357_F_78_25407_4	11645	11816	162	97.09	True
B	chrX-v0_1549605_aligned_357_F_78_25407_4	11817	12004	139	85.28	True
C	chrX-v0_1549605_aligned_357_F_78_25407_4	12005	12177	162	96.55	True
D	chrX-v0_1549605_aligned_357_F_78_25407_4	12178	12346	128	85.56	True
E	chrX-v0_1549605_aligned_357_F_78_25407_4	12347	12514	162	97.65	True
F	chrX-v0_1549605_aligned_357_F_78_25407_4	12515	12680	148	92.53	True
G	chrX-v0_1549605_aligned_357_F_78_25407_4	12681	12851	152	94.19	True
H	chrX-v0_1549605_aligned_357_F_78_25407_4	12852	13028	137	87.43	True
I	chrX-v0_1549605_aligned_357_F_78_25407_4	13029	13189	135	89.02	True
J	chrX-v0_1549605_aligned_357_F_78_25407_4	13190	13359	145	91.91	True
K	chrX-v0_1549605_aligned_357_F_78_25407_4	13360	13522	141	90.29	True
L	chrX-v0_1549605_aligned_357_F_78_25407_4	13523	13684	133	88.89	True
A	chrX-v0_1549605_aligned_357_F_78_25407_4	13685	13850	138	89.66	True
B	chrX-v0_1549605_aligned_357_F_78_25407_4	13851	14032	162	93.55	True
C	chrX-v0_1549605_aligned_357_F_78_25407_4	14033	14200	147	92.49	True
D	chrX-v0_1549605_aligned_357_F_78_25407_4	14201	14368	155	95.32	True
E	chrX-v0_1549605_aligned_357_F_78_25407_4	14369	14535	126	86.63	True
F	chrX-v0_1549605_aligned_357_F_78_25407_4	14536	14698	140	90.70	True
G	chrX-v0_1549605_aligned_357_F_78_25407_4	14699	14851	116	83.72	True
H	chrX-v0_1549605_aligned_357_F_78_25407_4	14852	15023	157	95.38	True
I	chrX-v0_1549605_aligned_357_F_78_25407_4	15024	15189	154	95.29	True
J	chrX-v0_1549605_aligned_357_F_78_25407_4	15190	15357	154	95.29	True
K	chrX-v0_1549605_aligned_357_F_78_25407_4	15358	15519	131	87.86	True
L	chrX-v0_1549605_aligned_357_F_78_25407_4	15520	15684	135	89.02	True
A	chrX-v0_1549605_aligned_357_F_78_25407_4	15685	15851	156	95.35	True
