Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
I	chrX-v0_2159969_aligned_783_F_16_12132_73	0	120	55	68.26	True
J	chrX-v0_2159969_aligned_783_F_16_12132_73	121	294	137	88.70	True
K	chrX-v0_2159969_aligned_783_F_16_12132_73	295	465	158	95.93	True
L	chrX-v0_2159969_aligned_783_F_16_12132_73	466	629	132	87.93	True
A	chrX-v0_2159969_aligned_783_F_16_12132_73	630	797	146	92.44	True
B	chrX-v0_2159969_aligned_783_F_16_12132_73	798	979	159	91.62	True
C	chrX-v0_2159969_aligned_783_F_16_12132_73	980	1156	151	91.71	True
D	chrX-v0_2159969_aligned_783_F_16_12132_73	1157	1328	136	88.64	True
E	chrX-v0_2159969_aligned_783_F_16_12132_73	1329	1495	149	93.57	True
F	chrX-v0_2159969_aligned_783_F_16_12132_73	1496	1662	124	84.44	True
G	chrX-v0_2159969_aligned_783_F_16_12132_73	1663	1831	139	89.71	True
H	chrX-v0_2159969_aligned_783_F_16_12132_73	1832	2000	129	86.44	True
I	chrX-v0_2159969_aligned_783_F_16_12132_73	2001	2167	133	88.00	True
J	chrX-v0_2159969_aligned_783_F_16_12132_73	2168	2334	148	93.02	True
K	chrX-v0_2159969_aligned_783_F_16_12132_73	2335	2498	130	87.36	True
L	chrX-v0_2159969_aligned_783_F_16_12132_73	2499	2661	149	94.08	True
A	chrX-v0_2159969_aligned_783_F_16_12132_73	2662	2832	157	95.38	True
B	chrX-v0_2159969_aligned_783_F_16_12132_73	2833	3013	148	88.54	True
C	chrX-v0_2159969_aligned_783_F_16_12132_73	3014	3187	152	92.70	True
D	chrX-v0_2159969_aligned_783_F_16_12132_73	3188	3348	136	89.53	True
E	chrX-v0_2159969_aligned_783_F_16_12132_73	3349	3508	142	92.26	True
F	chrX-v0_2159969_aligned_783_F_16_12132_73	3509	3679	126	85.00	True
G	chrX-v0_2159969_aligned_783_F_16_12132_73	3680	3851	152	93.18	True
H	chrX-v0_2159969_aligned_783_F_16_12132_73	3852	4016	136	88.64	True
I	chrX-v0_2159969_aligned_783_F_16_12132_73	4017	4185	166	98.82	True
J	chrX-v0_2159969_aligned_783_F_16_12132_73	4186	4352	162	98.21	True
K	chrX-v0_2159969_aligned_783_F_16_12132_73	4353	4520	132	87.50	True
L	chrX-v0_2159969_aligned_783_F_16_12132_73	4521	4691	152	93.68	True
A	chrX-v0_2159969_aligned_783_F_16_12132_73	4692	4869	137	87.43	True
B	chrX-v0_2159969_aligned_783_F_16_12132_73	4870	5055	153	90.05	True
C	chrX-v0_2159969_aligned_783_F_16_12132_73	5056	5230	137	87.85	True
D	chrX-v0_2159969_aligned_783_F_16_12132_73	5231	5403	148	92.05	True
E	chrX-v0_2159969_aligned_783_F_16_12132_73	5404	5573	155	95.32	True
F	chrX-v0_2159969_aligned_783_F_16_12132_73	5574	5740	155	95.32	True
G	chrX-v0_2159969_aligned_783_F_16_12132_73	5741	5915	143	90.40	True
H	chrX-v0_2159969_aligned_783_F_16_12132_73	5916	6087	160	95.98	True
I	chrX-v0_2159969_aligned_783_F_16_12132_73	6088	6254	131	87.43	True
J	chrX-v0_2159969_aligned_783_F_16_12132_73	6255	6419	141	90.75	True
K	chrX-v0_2159969_aligned_783_F_16_12132_73	6420	6588	148	92.05	True
L	chrX-v0_2159969_aligned_783_F_16_12132_73	6589	6759	157	95.38	True
A	chrX-v0_2159969_aligned_783_F_16_12132_73	6760	6934	135	87.29	True
B	chrX-v0_2159969_aligned_783_F_16_12132_73	6935	7123	138	85.20	True
C	chrX-v0_2159969_aligned_783_F_16_12132_73	7124	7292	131	86.59	True
D	chrX-v0_2159969_aligned_783_F_16_12132_73	7293	7466	154	94.25	True
E	chrX-v0_2159969_aligned_783_F_16_12132_73	7467	7638	150	93.10	True
F	chrX-v0_2159969_aligned_783_F_16_12132_73	7639	7812	136	87.78	True
G	chrX-v0_2159969_aligned_783_F_16_12132_73	7813	7973	118	83.52	True
H	chrX-v0_2159969_aligned_783_F_16_12132_73	7974	8148	158	94.89	True
I	chrX-v0_2159969_aligned_783_F_16_12132_73	8149	8318	148	92.53	True
J	chrX-v0_2159969_aligned_783_F_16_12132_73	8319	8473	117	84.21	True
K	chrX-v0_2159969_aligned_783_F_16_12132_73	8474	8644	122	83.15	True
L	chrX-v0_2159969_aligned_783_F_16_12132_73	8645	8811	139	89.71	True
A	chrX-v0_2159969_aligned_783_F_16_12132_73	8812	8978	125	85.71	True
B	chrX-v0_2159969_aligned_783_F_16_12132_73	8979	9159	170	95.70	True
C	chrX-v0_2159969_aligned_783_F_16_12132_73	9160	9317	138	90.12	True
D	chrX-v0_2159969_aligned_783_F_16_12132_73	9318	9495	148	90.66	True
E	chrX-v0_2159969_aligned_783_F_16_12132_73	9496	9657	147	93.49	True
F	chrX-v0_2159969_aligned_783_F_16_12132_73	9658	9825	142	90.34	True
G	chrX-v0_2159969_aligned_783_F_16_12132_73	9826	9991	128	86.36	True
H	chrX-v0_2159969_aligned_783_F_16_12132_73	9992	10160	147	92.49	True
I	chrX-v0_2159969_aligned_783_F_16_12132_73	10161	10325	150	93.60	True
J	chrX-v0_2159969_aligned_783_F_16_12132_73	10326	10489	145	92.90	True
K	chrX-v0_2159969_aligned_783_F_16_12132_73	10490	10658	138	89.20	True
L	chrX-v0_2159969_aligned_783_F_16_12132_73	10659	10841	132	85.48	True
A	chrX-v0_2159969_aligned_783_F_16_12132_73	10842	11009	129	86.86	True
B	chrX-v0_2159969_aligned_783_F_16_12132_73	11010	11191	168	94.68	True
C	chrX-v0_2159969_aligned_783_F_16_12132_73	11192	11355	137	89.14	True
D	chrX-v0_2159969_aligned_783_F_16_12132_73	11356	11529	139	88.83	True
E	chrX-v0_2159969_aligned_783_F_16_12132_73	11530	11693	131	87.86	True
F	chrX-v0_2159969_aligned_783_F_16_12132_73	11694	11858	140	89.77	True
G	chrX-v0_2159969_aligned_783_F_16_12132_73	11859	12034	153	92.74	True
H	chrX-v0_2159969_aligned_783_F_16_12132_73	12035	12135	9	52.60	True
