Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
H_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	0	167	143	91.86	True
G_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	168	330	142	91.28	True
F_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	331	503	148	91.57	True
E_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	504	660	144	92.86	True
D_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	661	829	161	97.08	True
C_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	830	994	155	95.32	True
B_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	995	1179	157	91.10	True
A_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	1180	1347	156	95.35	True
L_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	1348	1515	157	95.91	True
K_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	1516	1686	144	90.45	True
J_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	1687	1862	149	92.09	True
I_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	1863	2032	154	94.77	True
H_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	2033	2196	137	88.70	True
G_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	2197	2355	130	87.79	True
F_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	2356	2518	132	88.37	True
E_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	2519	2682	145	92.90	True
D_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	2683	2848	128	86.36	True
C_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	2849	3021	161	96.00	True
B_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	3022	3211	156	90.21	True
A_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	3212	3373	128	86.78	True
L_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	3374	3543	146	91.95	True
K_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	3544	3712	151	93.64	True
J_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	3713	3882	142	90.80	True
I_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	3883	4051	153	93.71	True
H_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	4052	4225	145	90.06	True
G_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	4226	4398	159	95.43	True
F_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	4399	4567	143	90.40	True
E_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	4568	4755	148	89.36	True
D_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	4756	4925	153	94.22	True
C_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	4926	5096	143	89.94	True
B_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	5097	5282	162	93.09	True
A_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	5283	5441	141	91.23	True
L_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	5442	5614	126	84.62	True
K_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	5615	5789	157	94.35	True
J_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	5790	5954	137	89.14	True
I_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	5955	6122	138	89.20	True
H_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	6123	6293	147	91.53	True
G_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	6294	6461	143	90.86	True
F_rc	chrX-v0_2463643_aligned_639_R_2_211782_81	6462	6627	153	94.74	True
