Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
F	chrX-v0_1114838_aligned_740_F_83_19966_0	0	154	54	64.52	True
G	chrX-v0_1114838_aligned_740_F_83_19966_0	155	318	137	89.14	True
H	chrX-v0_1114838_aligned_740_F_83_19966_0	319	485	122	83.52	True
I	chrX-v0_1114838_aligned_740_F_83_19966_0	486	648	138	89.66	True
J	chrX-v0_1114838_aligned_740_F_83_19966_0	649	807	141	91.72	True
K	chrX-v0_1114838_aligned_740_F_83_19966_0	808	974	145	91.43	True
L	chrX-v0_1114838_aligned_740_F_83_19966_0	975	1143	149	93.06	True
A	chrX-v0_1114838_aligned_740_F_83_19966_0	1144	1318	143	89.94	True
B	chrX-v0_1114838_aligned_740_F_83_19966_0	1319	1497	155	91.01	True
C	chrX-v0_1114838_aligned_740_F_83_19966_0	1498	1665	146	91.48	True
D	chrX-v0_1114838_aligned_740_F_83_19966_0	1666	1840	133	86.74	True
E	chrX-v0_1114838_aligned_740_F_83_19966_0	1841	2012	141	90.29	True
F	chrX-v0_1114838_aligned_740_F_83_19966_0	2013	2181	145	91.43	True
G	chrX-v0_1114838_aligned_740_F_83_19966_0	2182	2351	156	95.35	True
H	chrX-v0_1114838_aligned_740_F_83_19966_0	2352	2521	139	89.27	True
I	chrX-v0_1114838_aligned_740_F_83_19966_0	2522	2693	154	93.75	True
J	chrX-v0_1114838_aligned_740_F_83_19966_0	2694	2855	137	90.53	True
K	chrX-v0_1114838_aligned_740_F_83_19966_0	2856	3027	160	96.51	True
L	chrX-v0_1114838_aligned_740_F_83_19966_0	3028	3194	131	87.43	True
A	chrX-v0_1114838_aligned_740_F_83_19966_0	3195	3362	141	90.75	True
B	chrX-v0_1114838_aligned_740_F_83_19966_0	3363	3551	150	88.66	True
C	chrX-v0_1114838_aligned_740_F_83_19966_0	3552	3718	152	93.68	True
D	chrX-v0_1114838_aligned_740_F_83_19966_0	3719	3880	137	89.60	True
E	chrX-v0_1114838_aligned_740_F_83_19966_0	3881	4050	162	97.65	True
F	chrX-v0_1114838_aligned_740_F_83_19966_0	4051	4214	144	91.86	True
G	chrX-v0_1114838_aligned_740_F_83_19966_0	4215	4385	141	89.83	True
H	chrX-v0_1114838_aligned_740_F_83_19966_0	4386	4550	142	90.80	True
I	chrX-v0_1114838_aligned_740_F_83_19966_0	4551	4717	143	90.86	True
J	chrX-v0_1114838_aligned_740_F_83_19966_0	4718	4882	143	92.31	True
K	chrX-v0_1114838_aligned_740_F_83_19966_0	4883	5057	122	83.52	True
L	chrX-v0_1114838_aligned_740_F_83_19966_0	5058	5223	151	94.15	True
A	chrX-v0_1114838_aligned_740_F_83_19966_0	5224	5389	147	92.98	True
B	chrX-v0_1114838_aligned_740_F_83_19966_0	5390	5571	139	86.39	True
C	chrX-v0_1114838_aligned_740_F_83_19966_0	5572	5747	135	87.71	True
D	chrX-v0_1114838_aligned_740_F_83_19966_0	5748	5920	135	88.14	True
E	chrX-v0_1114838_aligned_740_F_83_19966_0	5921	6092	143	91.33	True
F	chrX-v0_1114838_aligned_740_F_83_19966_0	6093	6264	138	88.76	True
G	chrX-v0_1114838_aligned_740_F_83_19966_0	6265	6437	145	90.50	True
H	chrX-v0_1114838_aligned_740_F_83_19966_0	6438	6601	132	87.50	True
I	chrX-v0_1114838_aligned_740_F_83_19966_0	6602	6765	144	92.35	True
J	chrX-v0_1114838_aligned_740_F_83_19966_0	6766	6925	133	89.35	True
K	chrX-v0_1114838_aligned_740_F_83_19966_0	6926	7092	114	82.02	True
G	chrX-v0_1114838_aligned_740_F_83_19966_0	7093	7270	140	88.89	True
H	chrX-v0_1114838_aligned_740_F_83_19966_0	7271	7440	164	97.67	True
I	chrX-v0_1114838_aligned_740_F_83_19966_0	7441	7608	143	90.86	True
J	chrX-v0_1114838_aligned_740_F_83_19966_0	7609	7773	156	95.88	True
K	chrX-v0_1114838_aligned_740_F_83_19966_0	7774	7931	126	86.21	True
L	chrX-v0_1114838_aligned_740_F_83_19966_0	7932	8100	112	80.43	True
A	chrX-v0_1114838_aligned_740_F_83_19966_0	8101	8266	152	94.19	True
B	chrX-v0_1114838_aligned_740_F_83_19966_0	8267	8457	162	91.75	True
C	chrX-v0_1114838_aligned_740_F_83_19966_0	8458	8618	134	88.95	True
D	chrX-v0_1114838_aligned_740_F_83_19966_0	8619	8787	151	93.14	True
E	chrX-v0_1114838_aligned_740_F_83_19966_0	8788	8955	147	92.49	True
F	chrX-v0_1114838_aligned_740_F_83_19966_0	8956	9121	153	94.74	True
G	chrX-v0_1114838_aligned_740_F_83_19966_0	9122	9292	150	93.10	True
H	chrX-v0_1114838_aligned_740_F_83_19966_0	9293	9455	143	91.33	True
I	chrX-v0_1114838_aligned_740_F_83_19966_0	9456	9616	138	91.72	True
J	chrX-v0_1114838_aligned_740_F_83_19966_0	9617	9780	142	91.76	True
K	chrX-v0_1114838_aligned_740_F_83_19966_0	9781	9945	140	90.23	True
L	chrX-v0_1114838_aligned_740_F_83_19966_0	9946	10113	135	88.57	True
A	chrX-v0_1114838_aligned_740_F_83_19966_0	10114	10280	139	89.27	True
B	chrX-v0_1114838_aligned_740_F_83_19966_0	10281	10463	160	92.55	True
C	chrX-v0_1114838_aligned_740_F_83_19966_0	10464	10637	136	87.36	True
D	chrX-v0_1114838_aligned_740_F_83_19966_0	10638	10812	149	91.62	True
E	chrX-v0_1114838_aligned_740_F_83_19966_0	10813	10981	138	89.66	True
F	chrX-v0_1114838_aligned_740_F_83_19966_0	10982	11155	157	94.86	True
G	chrX-v0_1114838_aligned_740_F_83_19966_0	11156	11327	150	92.61	True
H	chrX-v0_1114838_aligned_740_F_83_19966_0	11328	11494	144	91.38	True
I	chrX-v0_1114838_aligned_740_F_83_19966_0	11495	11667	144	90.91	True
J	chrX-v0_1114838_aligned_740_F_83_19966_0	11668	11835	140	90.23	True
K	chrX-v0_1114838_aligned_740_F_83_19966_0	11836	12003	132	87.93	True
L	chrX-v0_1114838_aligned_740_F_83_19966_0	12004	12173	143	90.40	True
A	chrX-v0_1114838_aligned_740_F_83_19966_0	12174	12341	140	90.23	True
B	chrX-v0_1114838_aligned_740_F_83_19966_0	12342	12527	178	97.85	True
C	chrX-v0_1114838_aligned_740_F_83_19966_0	12528	12691	127	85.88	True
D	chrX-v0_1114838_aligned_740_F_83_19966_0	12692	12868	147	91.06	True
E	chrX-v0_1114838_aligned_740_F_83_19966_0	12869	13037	139	89.71	True
F	chrX-v0_1114838_aligned_740_F_83_19966_0	13038	13202	143	91.33	True
G	chrX-v0_1114838_aligned_740_F_83_19966_0	13203	13368	139	90.17	True
H	chrX-v0_1114838_aligned_740_F_83_19966_0	13369	13530	143	91.81	True
I	chrX-v0_1114838_aligned_740_F_83_19966_0	13531	13698	158	95.93	True
J	chrX-v0_1114838_aligned_740_F_83_19966_0	13699	13865	129	86.44	True
K	chrX-v0_1114838_aligned_740_F_83_19966_0	13866	14032	121	84.18	True
L	chrX-v0_1114838_aligned_740_F_83_19966_0	14033	14198	125	85.71	True
A	chrX-v0_1114838_aligned_740_F_83_19966_0	14199	14373	142	89.44	True
B	chrX-v0_1114838_aligned_740_F_83_19966_0	14374	14568	144	86.36	True
C	chrX-v0_1114838_aligned_740_F_83_19966_0	14569	14744	139	88.40	True
D	chrX-v0_1114838_aligned_740_F_83_19966_0	14745	14913	148	93.02	True
E	chrX-v0_1114838_aligned_740_F_83_19966_0	14914	15079	137	89.14	True
F	chrX-v0_1114838_aligned_740_F_83_19966_0	15080	15242	143	91.33	True
G	chrX-v0_1114838_aligned_740_F_83_19966_0	15243	15396	110	81.25	True
H	chrX-v0_1114838_aligned_740_F_83_19966_0	15397	15563	135	88.14	True
I	chrX-v0_1114838_aligned_740_F_83_19966_0	15564	15734	140	89.33	True
J	chrX-v0_1114838_aligned_740_F_83_19966_0	15735	15899	136	90.00	True
K	chrX-v0_1114838_aligned_740_F_83_19966_0	15900	16064	105	79.33	True
G	chrX-v0_1114838_aligned_740_F_83_19966_0	16065	16225	119	83.62	True
H	chrX-v0_1114838_aligned_740_F_83_19966_0	16226	16392	132	87.50	True
I	chrX-v0_1114838_aligned_740_F_83_19966_0	16393	16557	154	95.29	True
J	chrX-v0_1114838_aligned_740_F_83_19966_0	16558	16727	164	98.24	True
K	chrX-v0_1114838_aligned_740_F_83_19966_0	16728	16899	138	88.76	True
L	chrX-v0_1114838_aligned_740_F_83_19966_0	16900	17065	151	94.15	True
A	chrX-v0_1114838_aligned_740_F_83_19966_0	17066	17230	147	92.49	True
B	chrX-v0_1114838_aligned_740_F_83_19966_0	17231	17415	165	93.65	True
C	chrX-v0_1114838_aligned_740_F_83_19966_0	17416	17585	130	86.11	True
D	chrX-v0_1114838_aligned_740_F_83_19966_0	17586	17750	148	93.02	True
E	chrX-v0_1114838_aligned_740_F_83_19966_0	17751	17924	129	86.44	True
F	chrX-v0_1114838_aligned_740_F_83_19966_0	17925	18097	141	89.83	True
G	chrX-v0_1114838_aligned_740_F_83_19966_0	18098	18264	141	90.29	True
H	chrX-v0_1114838_aligned_740_F_83_19966_0	18265	18434	154	94.25	True
I	chrX-v0_1114838_aligned_740_F_83_19966_0	18435	18596	145	92.40	True
J	chrX-v0_1114838_aligned_740_F_83_19966_0	18597	18764	164	98.81	True
K	chrX-v0_1114838_aligned_740_F_83_19966_0	18765	18935	161	97.08	True
L	chrX-v0_1114838_aligned_740_F_83_19966_0	18936	19097	137	89.60	True
A	chrX-v0_1114838_aligned_740_F_83_19966_0	19098	19266	138	88.76	True
B	chrX-v0_1114838_aligned_740_F_83_19966_0	19267	19451	157	91.53	True
C	chrX-v0_1114838_aligned_740_F_83_19966_0	19452	19621	161	96.53	True
D	chrX-v0_1114838_aligned_740_F_83_19966_0	19622	19808	127	82.90	True
