Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
B_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	0	106	11	53.80	True
A_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	107	275	152	93.68	True
L_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	276	442	143	91.33	True
K_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	443	610	151	93.64	True
J_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	611	776	136	88.64	True
I_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	777	949	156	94.83	True
H_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	950	1120	158	95.40	True
G_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	1121	1284	136	89.53	True
F_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	1285	1461	139	88.40	True
E_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	1462	1627	157	96.45	True
D_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	1628	1788	150	94.12	True
C_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	1789	1958	142	90.34	True
B_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	1959	2148	160	91.67	True
A_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	2149	2321	147	91.53	True
L_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	2322	2499	138	87.91	True
K_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	2500	2665	122	84.66	True
J_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	2666	2833	125	85.31	True
I_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	2834	3000	148	93.02	True
H_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	3001	3173	157	95.38	True
G_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	3174	3344	149	92.57	True
F_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	3345	3506	143	91.81	True
E_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	3507	3677	159	96.49	True
D_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	3678	3852	139	88.83	True
C_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	3853	4017	155	95.32	True
B_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	4018	4203	148	88.14	True
A_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	4204	4369	144	91.38	True
L_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	4370	4539	157	95.38	True
K_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	4540	4704	128	86.36	True
J_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	4705	4869	136	89.08	True
I_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	4870	5037	157	95.91	True
H_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	5038	5203	152	94.19	True
G_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	5204	5372	152	94.71	True
F_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	5373	5540	149	93.06	True
E_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	5541	5708	150	93.60	True
D_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	5709	5880	153	94.22	True
C_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	5881	6049	156	94.83	True
B_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	6050	6225	130	83.85	True
A_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	6226	6406	141	88.11	True
L_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	6407	6574	147	92.00	True
K_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	6575	6741	138	89.20	True
J_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	6742	6901	152	95.24	True
I_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	6902	7071	155	94.80	True
H_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	7072	7237	151	94.15	True
G_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	7238	7400	138	90.12	True
F_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	7401	7571	145	90.96	True
E_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	7572	7736	148	93.53	True
D_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	7737	7909	139	88.83	True
C_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	7910	8085	140	88.89	True
B_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	8086	8273	149	88.21	True
A_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	8274	8446	146	91.48	True
L_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	8447	8612	157	96.45	True
K_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	8613	8775	140	90.70	True
J_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	8776	8938	148	94.05	True
I_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	8939	9112	152	93.18	True
H_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	9113	9286	163	96.57	True
G_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	9287	9447	137	90.06	True
F_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	9448	9618	159	95.43	True
E_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	9619	9793	139	89.27	True
D_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	9794	9957	149	93.06	True
C_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	9958	10120	146	92.44	True
B_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	10121	10318	145	85.71	True
A_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	10319	10481	142	91.28	True
L_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	10482	10643	133	88.44	True
K_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	10644	10813	145	91.43	True
J_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	10814	10978	155	95.86	True
I_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	10979	11159	134	86.41	True
H_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	11160	11320	132	87.93	True
G_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	11321	11492	150	92.13	True
F_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	11493	11667	152	93.18	True
E_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	11668	11829	134	89.41	True
D_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	11830	12004	151	92.66	True
C_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	12005	12166	128	86.78	True
B_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	12167	12351	160	92.11	True
A_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	12352	12520	156	95.35	True
L_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	12521	12678	137	90.53	True
K_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	12679	12845	149	93.06	True
J_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	12846	13014	140	90.23	True
I_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	13015	13180	157	95.91	True
H_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	13181	13350	155	95.32	True
G_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	13351	13520	141	90.29	True
F_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	13521	13702	150	90.76	True
E_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	13703	13872	148	92.53	True
D_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	13873	14038	147	92.98	True
C_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	14039	14208	162	97.09	True
B_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	14209	14395	152	88.78	True
A_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	14396	14565	145	91.43	True
L_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	14566	14739	138	88.33	True
K_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	14740	14911	145	90.96	True
J_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	14912	15074	138	90.12	True
I_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	15075	15237	117	83.82	True
H_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	15238	15407	156	94.83	True
G_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	15408	15569	140	90.70	True
F_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	15570	15746	152	92.70	True
E_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	15747	15905	136	90.00	True
D_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	15906	16070	146	92.44	True
C_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	16071	16230	128	86.78	True
B_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	16231	16413	151	89.53	True
A_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	16414	16584	161	96.53	True
L_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	16585	16757	156	94.32	True
K_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	16758	16923	147	92.49	True
J_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	16924	17092	148	93.02	True
I_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	17093	17256	144	91.38	True
H_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	17257	17429	142	89.89	True
G_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	17430	17594	139	90.64	True
F_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	17595	17764	147	92.00	True
E_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	17765	17924	130	88.24	True
D_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	17925	18091	151	94.15	True
C_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	18092	18259	138	89.20	True
B_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	18260	18440	158	92.47	True
A_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	18441	18614	149	92.09	True
L_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	18615	18779	144	91.86	True
K_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	18780	18940	142	91.81	True
J_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	18941	19110	152	94.19	True
I_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	19111	19282	154	94.25	True
H_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	19283	19448	145	91.91	True
G_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	19449	19619	147	92.00	True
F_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	19620	19791	140	89.77	True
E_rc	chrX-v0_1247663_aligned_631_R_61_23750_24	19792	19950	107	80.23	True
