Monomer	Read_Name	Start_Position	End_Position	Identity	Match_Percentage	Is_Reverse
K	chrX-v0_150066_aligned_293_F_73_40771_26	0	99	6	51.76	True
C	chrX-v0_150066_aligned_293_F_73_40771_26	100	273	134	87.22	True
D	chrX-v0_150066_aligned_293_F_73_40771_26	274	444	145	91.43	True
E	chrX-v0_150066_aligned_293_F_73_40771_26	445	605	118	83.91	True
F	chrX-v0_150066_aligned_293_F_73_40771_26	606	771	131	87.43	True
G	chrX-v0_150066_aligned_293_F_73_40771_26	772	932	125	86.13	True
H	chrX-v0_150066_aligned_293_F_73_40771_26	933	1108	139	88.83	True
I	chrX-v0_150066_aligned_293_F_73_40771_26	1109	1272	135	89.02	True
J	chrX-v0_150066_aligned_293_F_73_40771_26	1273	1442	153	94.74	True
K	chrX-v0_150066_aligned_293_F_73_40771_26	1443	1618	118	81.72	True
L	chrX-v0_150066_aligned_293_F_73_40771_26	1619	1777	133	88.89	True
A	chrX-v0_150066_aligned_293_F_73_40771_26	1778	1947	148	92.53	True
B	chrX-v0_150066_aligned_293_F_73_40771_26	1948	2125	151	89.95	True
C	chrX-v0_150066_aligned_293_F_73_40771_26	2126	2304	129	85.25	True
D	chrX-v0_150066_aligned_293_F_73_40771_26	2305	2469	151	94.15	True
E	chrX-v0_150066_aligned_293_F_73_40771_26	2470	2634	134	88.51	True
F	chrX-v0_150066_aligned_293_F_73_40771_26	2635	2797	146	92.44	True
G	chrX-v0_150066_aligned_293_F_73_40771_26	2798	2956	124	86.05	True
H	chrX-v0_150066_aligned_293_F_73_40771_26	2957	3127	165	98.25	True
I	chrX-v0_150066_aligned_293_F_73_40771_26	3128	3294	138	89.66	True
J	chrX-v0_150066_aligned_293_F_73_40771_26	3295	3469	149	92.57	True
K	chrX-v0_150066_aligned_293_F_73_40771_26	3470	3635	153	94.74	True
L	chrX-v0_150066_aligned_293_F_73_40771_26	3636	3812	153	93.22	True
A	chrX-v0_150066_aligned_293_F_73_40771_26	3813	3989	127	85.08	True
B	chrX-v0_150066_aligned_293_F_73_40771_26	3990	4180	160	91.24	True
C	chrX-v0_150066_aligned_293_F_73_40771_26	4181	4340	113	82.29	True
D	chrX-v0_150066_aligned_293_F_73_40771_26	4341	4507	140	89.77	True
E	chrX-v0_150066_aligned_293_F_73_40771_26	4508	4668	121	84.97	True
F	chrX-v0_150066_aligned_293_F_73_40771_26	4669	4833	131	87.43	True
G	chrX-v0_150066_aligned_293_F_73_40771_26	4834	5013	152	92.22	True
H	chrX-v0_150066_aligned_293_F_73_40771_26	5014	5181	136	89.08	True
I	chrX-v0_150066_aligned_293_F_73_40771_26	5182	5349	150	93.60	True
J	chrX-v0_150066_aligned_293_F_73_40771_26	5350	5514	144	92.35	True
K	chrX-v0_150066_aligned_293_F_73_40771_26	5515	5689	152	93.18	True
L	chrX-v0_150066_aligned_293_F_73_40771_26	5690	5857	160	97.06	True
A	chrX-v0_150066_aligned_293_F_73_40771_26	5858	6027	151	93.64	True
B	chrX-v0_150066_aligned_293_F_73_40771_26	6028	6200	131	83.94	True
C	chrX-v0_150066_aligned_293_F_73_40771_26	6201	6368	146	91.95	True
D	chrX-v0_150066_aligned_293_F_73_40771_26	6369	6539	142	90.34	True
E	chrX-v0_150066_aligned_293_F_73_40771_26	6540	6707	144	91.86	True
F	chrX-v0_150066_aligned_293_F_73_40771_26	6708	6875	140	90.70	True
G	chrX-v0_150066_aligned_293_F_73_40771_26	6876	7043	141	89.83	True
H	chrX-v0_150066_aligned_293_F_73_40771_26	7044	7227	136	86.96	True
I	chrX-v0_150066_aligned_293_F_73_40771_26	7228	7395	137	88.70	True
J	chrX-v0_150066_aligned_293_F_73_40771_26	7396	7566	143	90.86	True
K	chrX-v0_150066_aligned_293_F_73_40771_26	7567	7736	153	94.22	True
L	chrX-v0_150066_aligned_293_F_73_40771_26	7737	7896	131	87.86	True
A	chrX-v0_150066_aligned_293_F_73_40771_26	7897	8063	159	96.49	True
B	chrX-v0_150066_aligned_293_F_73_40771_26	8064	8240	143	87.43	True
C	chrX-v0_150066_aligned_293_F_73_40771_26	8241	8405	142	90.80	True
D	chrX-v0_150066_aligned_293_F_73_40771_26	8406	8569	127	86.29	True
